episode_num,layer_num,quant_state,acc_state,reward,l1-bits,l2-bits,l3-bits,l4-bits,l5-bits,prob_2bits,prob_3bits,prob_4bits,prob_5bits,prob_8bits
861,4,0.775,0.9642666666666667,0.3735091182845978,5,8,5,8,5,0.009488674,0.053507484,0.30983457,0.5831022,0.04406701
862,0,0.9,0.0,0,4,8,8,8,8,0.0054279706,0.048760366,0.32758886,0.57884854,0.0393743
862,1,0.825,0.0,0,4,5,8,8,8,0.0056758234,0.048571095,0.3238624,0.5817106,0.040180158
862,2,0.75,0.0,0,4,5,5,8,8,0.0013288651,0.012996376,0.27185407,0.7019414,0.011879369
862,3,0.675,0.0,0,4,5,5,5,8,0.0048493487,0.031658586,0.29991573,0.636613,0.02696333
862,4,0.6,0.9226666666666665,0.47725752600496535,4,5,5,5,5,0.012130447,0.05892757,0.31615084,0.56357205,0.04921914
863,0,0.875,0.0,0,3,8,8,8,8,0.00544141,0.048969574,0.32920042,0.57700634,0.0393823
863,1,0.8,0.0,0,3,5,8,8,8,0.0059084613,0.04951397,0.3253891,0.57836205,0.040826526
863,2,0.725,0.0,0,3,5,5,8,8,0.0013673205,0.013222971,0.2750498,0.6982695,0.012090499
863,3,0.65,0.0,0,3,5,5,5,8,0.0050124945,0.03225717,0.30241966,0.6328344,0.027476365
863,4,0.575,0.9189333333333334,0.49340649300438705,3,5,5,5,5,0.012591235,0.059970513,0.31818542,0.55926925,0.0499836
864,0,0.925,0.0,0,5,8,8,8,8,0.0054421485,0.049030583,0.33007258,0.5761416,0.039313044
864,1,0.85,0.0,0,5,5,8,8,8,0.005473822,0.048105113,0.32644376,0.58052886,0.039448407
864,2,0.75,0.0,0,5,5,4,8,8,0.0012993955,0.01294631,0.27392238,0.70014155,0.01169035
864,3,0.65,0.0,0,5,5,4,4,8,0.0048587145,0.03187172,0.30251357,0.6338168,0.026939226
864,4,0.65,0.9312,0.4457989755491525,5,5,4,4,8,0.012592538,0.060075894,0.31894225,0.5584621,0.049927175
865,0,0.925,0.0,0,5,8,8,8,8,0.005458527,0.049193755,0.33166662,0.57424825,0.039432775
865,1,0.85,0.0,0,5,5,8,8,8,0.0054894746,0.04827012,0.32803485,0.5786444,0.039561126
865,2,0.75,0.0,0,5,5,4,8,8,0.0013054071,0.013013372,0.27582535,0.69809973,0.01175618
865,3,0.675,0.0,0,5,5,4,5,8,0.004875771,0.032010414,0.30400315,0.63206536,0.027045283
865,4,0.575,0.9373333333333335,0.5165886888470723,5,5,4,5,4,0.012191994,0.059471235,0.3197083,0.55925804,0.049370483
866,0,0.9,0.0,0,4,8,8,8,8,0.005475112,0.049337957,0.3337795,0.5718497,0.039557714
866,1,0.825,0.0,0,4,5,8,8,8,0.005719645,0.049147766,0.330062,0.5747395,0.040331166
866,2,0.75,0.0,0,4,5,5,8,8,0.0013459659,0.013223163,0.27994785,0.6934511,0.012031907
866,3,0.675,0.0,0,4,5,5,5,8,0.004892364,0.032128602,0.30628717,0.6295375,0.027154284
866,4,0.6,0.9226666666666665,0.47725752600496535,4,5,5,5,5,0.012227227,0.059641182,0.32162955,0.55695814,0.0495439
867,0,0.925,0.0,0,5,8,8,8,8,0.0054857642,0.049448688,0.33490664,0.57052857,0.03963034
867,1,0.85,0.0,0,5,5,8,8,8,0.005515455,0.048511587,0.33120543,0.5750219,0.039745577
867,2,0.775,0.0,0,5,5,5,8,8,0.0013153367,0.013107591,0.28050742,0.6931956,0.0118740015
867,3,0.7,0.0,0,5,5,5,5,8,0.0047520376,0.031758007,0.3068897,0.6298754,0.02672472
867,4,0.7,0.9568000000000001,0.4304512240353068,5,5,5,5,8,0.011824538,0.05895281,0.3219643,0.55835193,0.048906468
868,0,0.925,0.0,0,5,8,8,8,8,0.0055082534,0.04963941,0.3364117,0.5685972,0.039843366
868,1,0.85,0.0,0,5,5,8,8,8,0.005537424,0.048693527,0.33266813,0.5731477,0.03995315
868,2,0.775,0.0,0,5,5,5,8,8,0.0013225726,0.013170251,0.28235927,0.691179,0.011968857
868,3,0.7,0.0,0,5,5,5,5,8,0.004772501,0.031884734,0.30824503,0.6282136,0.026884113
868,4,0.625,0.9517333333333333,0.4900406215395179,5,5,5,5,5,0.0118703265,0.059161123,0.32305837,0.5567292,0.049181044
869,0,0.925,0.0,0,5,8,8,8,8,0.0055245725,0.04978439,0.3372734,0.56741714,0.04000045
869,1,0.825,0.0,0,5,4,8,8,8,0.0055529787,0.04882877,0.33347476,0.5720402,0.04010333
869,2,0.75,0.0,0,5,4,5,8,8,0.001361037,0.013360005,0.28420877,0.6888405,0.012229717
869,3,0.675,0.0,0,5,4,5,5,8,0.0049343756,0.032409772,0.30934793,0.62582874,0.027479092
869,4,0.6,0.9506666666666668,0.5108563747699536,5,4,5,5,5,0.012324908,0.060120456,0.32417035,0.5532618,0.05012241
870,0,1.0,0.0,0,8,8,8,8,8,0.005534112,0.04987177,0.33764532,0.5668506,0.04009821
870,1,0.9,0.0,0,8,4,8,8,8,0.00497306,0.0467766,0.33373633,0.57622635,0.038287662
870,2,0.825,0.0,0,8,4,5,8,8,0.0012607047,0.012924294,0.28047878,0.6936827,0.011653532
870,3,0.75,0.0,0,8,4,5,5,8,0.0045068297,0.031151004,0.30749887,0.6307422,0.026101148
870,4,0.675,0.9413333333333332,0.43592367864223835,8,4,5,5,5,0.01108689,0.057712432,0.32223147,0.5610454,0.04792381
871,0,0.875,0.0,0,3,8,8,8,8,0.0055301306,0.049871016,0.3374226,0.5671564,0.040019814
871,1,0.875,0.0,0,3,8,8,8,8,0.00599729,0.05040443,0.33328098,0.5688956,0.041421797
871,2,0.8,0.0,0,3,8,5,8,8,0.0012915381,0.0130583495,0.28062603,0.69319576,0.011828385
871,3,0.725,0.0,0,3,8,5,5,8,0.0046399683,0.03155508,0.30704296,0.6302289,0.026533144
871,4,0.625,0.8829333333333333,0.4101076437758114,3,8,5,5,4,0.011490285,0.05856082,0.3221174,0.55912334,0.048708152
872,0,0.9,0.0,0,4,8,8,8,8,0.0055063227,0.049584273,0.33756784,0.5675442,0.039797317
872,1,0.8,0.0,0,4,4,8,8,8,0.0057516885,0.04938563,0.33353832,0.57077295,0.0405515
872,2,0.725,0.0,0,4,4,5,8,8,0.0013901641,0.013463131,0.28319797,0.6895743,0.012374468
872,3,0.65,0.0,0,4,4,5,5,8,0.0050732973,0.03277728,0.3081898,0.62604284,0.027916746
872,4,0.575,0.9405333333333334,0.5205906428135043,4,4,5,5,5,0.012753891,0.060893137,0.32346392,0.5520037,0.050885443
873,0,0.9,0.0,0,4,8,8,8,8,0.0054789083,0.04927393,0.33728516,0.56841797,0.039544124
873,1,0.825,0.0,0,4,5,8,8,8,0.005725888,0.049095497,0.3331878,0.5716913,0.040299516
873,2,0.725,0.0,0,4,5,4,8,8,0.0013481262,0.013233807,0.28060442,0.69270724,0.012106396
873,3,0.65,0.0,0,4,5,4,5,8,0.0050513786,0.032635596,0.30677423,0.6277514,0.027787346
873,4,0.55,0.9047999999999999,0.49565236231539955,4,5,4,5,4,0.012717092,0.06070863,0.32250306,0.5533462,0.050725006
874,0,0.9,0.0,0,4,8,8,8,8,0.0054554176,0.048993427,0.33751374,0.5687089,0.03932853
874,1,0.825,0.0,0,4,5,8,8,8,0.005703612,0.048827615,0.33335587,0.5720276,0.040085267
874,2,0.7,0.0,0,4,5,3,8,8,0.0013422429,0.013164467,0.28016376,0.6932803,0.012049266
874,3,0.6,0.0,0,4,5,3,4,8,0.00519045,0.032958046,0.30695832,0.6267055,0.028187715
874,4,0.525,0.7533333333333332,0.30359473756175537,4,5,3,4,5,0.013602089,0.06212908,0.32325757,0.54893714,0.05207411
875,0,0.9,0.0,0,4,8,8,8,8,0.0054290784,0.048655752,0.33686417,0.5699458,0.039105173
875,1,0.825,0.0,0,4,5,8,8,8,0.00567727,0.04848525,0.33279803,0.5731724,0.03986708
875,2,0.75,0.0,0,4,5,5,8,8,0.0013309523,0.013000478,0.27911124,0.6946004,0.011956863
875,3,0.65,0.0,0,4,5,5,4,8,0.004848,0.03177338,0.304662,0.63168496,0.027031712
875,4,0.55,0.9192,0.514756812604699,4,5,5,4,4,0.012632573,0.060165476,0.3218317,0.5549619,0.050408266
876,0,0.9,0.0,0,4,8,8,8,8,0.005407529,0.04834851,0.33709204,0.57022965,0.0389223
876,1,0.8,0.0,0,4,4,8,8,8,0.005655522,0.04817717,0.3331231,0.573355,0.039689183
876,2,0.7,0.0,0,4,4,4,8,8,0.0013556762,0.01300802,0.2803526,0.6932102,0.012073443
876,3,0.625,0.0,0,4,4,4,5,8,0.0051314137,0.032429524,0.30633876,0.6281866,0.02791381
876,4,0.55,0.9018666666666667,0.4917421098498725,4,4,4,5,5,0.013042508,0.06065087,0.32287243,0.5524205,0.05101369
877,0,0.9,0.0,0,4,8,8,8,8,0.005385457,0.048048083,0.33732587,0.5704988,0.038741753
877,1,0.825,0.0,0,4,5,8,8,8,0.0056334455,0.04787661,0.33342957,0.57355154,0.03950879
877,2,0.75,0.0,0,4,5,5,8,8,0.0013125684,0.012714051,0.2799283,0.6942259,0.01181919
877,3,0.65,0.0,0,4,5,5,4,8,0.004795923,0.03128027,0.30526608,0.63186824,0.026789578
877,4,0.575,0.9221333333333332,0.4974581647723363,4,5,5,4,5,0.012540571,0.05948212,0.32286736,0.5550139,0.050096013
878,0,0.925,0.0,0,5,8,8,8,8,0.005362496,0.047755137,0.33736736,0.57096046,0.038554538
878,1,0.825,0.0,0,5,4,8,8,8,0.0053987326,0.046860196,0.33363417,0.57543314,0.038673792
878,2,0.75,0.0,0,5,4,5,8,8,0.0013031652,0.012576257,0.28029573,0.69407827,0.011746571
878,3,0.675,0.0,0,5,4,5,5,8,0.004768492,0.031036679,0.30550265,0.6320348,0.026657432
878,4,0.6,0.9506666666666668,0.5108563747699536,5,4,5,5,5,0.01205279,0.05832476,0.3227106,0.5577446,0.049167212
879,0,0.9,0.0,0,4,8,8,8,8,0.0053358357,0.047442086,0.33696958,0.5719158,0.038336694
879,1,0.825,0.0,0,4,5,8,8,8,0.005583118,0.047263734,0.33317953,0.5748733,0.039100323
879,2,0.75,0.0,0,4,5,5,8,8,0.0012914869,0.012428001,0.2794851,0.695149,0.011646396
879,3,0.675,0.0,0,4,5,5,5,8,0.004735004,0.030769637,0.30480486,0.63320583,0.026484642
879,4,0.6,0.9226666666666665,0.47725752600496535,4,5,5,5,5,0.011990466,0.057955917,0.32229227,0.55883175,0.048929684
880,0,0.9,0.0,0,4,8,8,8,8,0.005306565,0.04713136,0.33580726,0.57366085,0.038093884
880,1,0.825,0.0,0,4,5,8,8,8,0.005553183,0.046943765,0.33205527,0.5765939,0.038853873
880,2,0.725,0.0,0,4,5,4,8,8,0.0012783658,0.012275239,0.27765602,0.69726324,0.011527105
880,3,0.65,0.0,0,4,5,4,5,8,0.004846608,0.030931797,0.30396277,0.63348687,0.02677205
880,4,0.575,0.9293333333333333,0.506544298718192,4,5,4,5,5,0.012352105,0.05838055,0.32171267,0.5581584,0.049396265
881,0,0.9,0.0,0,4,8,8,8,8,0.00527535,0.046815462,0.33448267,0.5755845,0.037842076
881,1,0.8,0.0,0,4,4,8,8,8,0.0055209827,0.04661816,0.33074033,0.57852393,0.038596556
881,2,0.725,0.0,0,4,4,5,8,8,0.0012981151,0.012268573,0.27692455,0.6979175,0.011591213
881,3,0.65,0.0,0,4,4,5,5,8,0.0048067374,0.030645546,0.30238786,0.6355995,0.026560407
881,4,0.575,0.9405333333333334,0.5205906428135043,4,4,5,5,5,0.012274909,0.05798548,0.32048625,0.560153,0.049100403
882,0,0.925,0.0,0,5,8,8,8,8,0.005241421,0.04647487,0.33299202,0.5777265,0.037565194
882,1,0.825,0.0,0,5,4,8,8,8,0.005277847,0.04555066,0.32928726,0.5822119,0.03767232
882,2,0.75,0.0,0,5,4,5,8,8,0.0012503609,0.011959186,0.27339685,0.70212376,0.011269825
882,3,0.65,0.0,0,5,4,5,4,8,0.004615312,0.029899951,0.2993853,0.64027303,0.025826402
882,4,0.575,0.9296,0.5068799981009994,5,4,5,4,5,0.012187906,0.057566952,0.3186955,0.56279206,0.04875757
883,0,0.925,0.0,0,5,8,8,8,8,0.0052102404,0.046147097,0.33201838,0.5793158,0.037308585
883,1,0.85,0.0,0,5,5,8,8,8,0.0052459505,0.04521509,0.3282815,0.5838453,0.03741218
883,2,0.775,0.0,0,5,5,5,8,8,0.0012033179,0.011660131,0.2701948,0.70599264,0.010949069
883,3,0.675,0.0,0,5,5,5,4,8,0.0044327406,0.029181857,0.2968545,0.64440787,0.025123043
883,4,0.6,0.9248,0.4798402426194838,5,5,5,4,5,0.01167707,0.05634828,0.3167494,0.5675324,0.04769279
884,0,0.925,0.0,0,5,8,8,8,8,0.005181624,0.0458435,0.33123094,0.5806692,0.037074737
884,1,0.825,0.0,0,5,4,8,8,8,0.0052165184,0.04490546,0.32746515,0.58523893,0.037173886
884,2,0.75,0.0,0,5,4,5,8,8,0.0012231916,0.011667392,0.26956463,0.7065265,0.011018294
884,3,0.675,0.0,0,5,4,5,5,8,0.00453622,0.029342674,0.29608852,0.64465004,0.025382593
884,4,0.575,0.9434666666666668,0.5242509166848774,5,4,5,5,4,0.011598385,0.055966496,0.3154687,0.56958413,0.04738228
885,0,0.9,0.0,0,4,8,8,8,8,0.0051562823,0.04554684,0.33110446,0.5813293,0.036863223
885,1,0.825,0.0,0,4,5,8,8,8,0.0053958525,0.045317635,0.3273113,0.58438194,0.03759331
885,2,0.75,0.0,0,4,5,5,8,8,0.0012107849,0.011533625,0.26828402,0.70806855,0.010903062
885,3,0.65,0.0,0,4,5,5,4,8,0.00449993,0.029084073,0.2950988,0.646135,0.02518216
885,4,0.55,0.9192,0.514756812604699,4,5,5,4,4,0.011947052,0.05639665,0.31530178,0.5685342,0.047820307
886,0,0.9,0.0,0,4,8,8,8,8,0.005136144,0.045288943,0.33183467,0.5810426,0.036697675
886,1,0.825,0.0,0,4,5,8,8,8,0.0053745694,0.045057807,0.328043,0.5841024,0.037422232
886,2,0.725,0.0,0,4,5,4,8,8,0.0012008282,0.0114196455,0.26845708,0.7081054,0.0108170435
886,3,0.65,0.0,0,4,5,4,5,8,0.0046137436,0.029288992,0.2961773,0.64441687,0.025503106
886,4,0.55,0.9047999999999999,0.49565236231539955,4,5,4,5,4,0.011884356,0.056041773,0.31578058,0.5687144,0.047578942
887,0,0.925,0.0,0,5,8,8,8,8,0.005119705,0.045061547,0.33296195,0.5802955,0.03656125
887,1,0.825,0.0,0,5,4,8,8,8,0.0051529673,0.044121698,0.3292229,0.584851,0.0366515
887,2,0.75,0.0,0,5,4,5,8,8,0.0011928905,0.011317441,0.26962507,0.7071125,0.010752081
887,3,0.675,0.0,0,5,4,5,5,8,0.004444957,0.028658783,0.29650667,0.64548475,0.024904836
887,4,0.575,0.9434666666666668,0.5242509166848774,5,4,5,5,4,0.011411478,0.054904167,0.31636578,0.5706746,0.04664399
888,0,0.925,0.0,0,5,8,8,8,8,0.005105531,0.04484162,0.33458734,0.57902676,0.03643868
888,1,0.85,0.0,0,5,5,8,8,8,0.0051384987,0.043902505,0.3308566,0.5835741,0.03652833
888,2,0.775,0.0,0,5,5,5,8,8,0.0011534378,0.011078538,0.26988015,0.70738286,0.0105049955
888,3,0.675,0.0,0,5,5,5,4,8,0.0042832913,0.028045353,0.2972177,0.64612335,0.024330292
888,4,0.6,0.9248,0.4798402426194838,5,5,5,4,5,0.011362642,0.054583717,0.31779194,0.5698162,0.04644557
889,0,0.875,0.0,0,3,8,8,8,8,0.005093339,0.044641893,0.3362677,0.5776597,0.03633734
889,1,0.8,0.0,0,3,5,8,8,8,0.0055426825,0.045143962,0.33225968,0.57937604,0.03767763
889,2,0.725,0.0,0,3,5,5,8,8,0.0012090389,0.011273362,0.2733655,0.7033452,0.010807023
889,3,0.625,0.0,0,3,5,5,4,8,0.004539564,0.028711723,0.29992023,0.64168054,0.02514795
889,4,0.55,0.9002666666666667,0.489606766114962,3,5,5,4,5,0.0121600265,0.05587163,0.3202566,0.56399345,0.047718238
890,0,0.925,0.0,0,5,8,8,8,8,0.0050747446,0.04436088,0.33781022,0.57654905,0.036205117
890,1,0.85,0.0,0,5,5,8,8,8,0.0051071947,0.043435857,0.33409846,0.58106637,0.036292147
890,2,0.775,0.0,0,5,5,5,8,8,0.0011391508,0.01089516,0.27273327,0.70484024,0.01039223
890,3,0.7,0.0,0,5,5,5,5,8,0.0042377408,0.027670894,0.30006316,0.6439084,0.024119774
890,4,0.6,0.9450666666666666,0.5041908867202274,5,5,5,5,4,0.010869103,0.05321008,0.31969416,0.5708852,0.045341484
891,0,0.925,0.0,0,5,8,8,8,8,0.0050589684,0.04410622,0.3395064,0.57523984,0.036088634
891,1,0.85,0.0,0,5,5,8,8,8,0.005091416,0.043190654,0.33579677,0.57974654,0.036174554
891,2,0.775,0.0,0,5,5,5,8,8,0.001132226,0.010806605,0.27419156,0.70353264,0.010337054
891,3,0.675,0.0,0,5,5,5,4,8,0.004215717,0.027488159,0.3015598,0.6427196,0.024016669
891,4,0.6,0.9248,0.4798402426194838,5,5,5,4,5,0.011216967,0.053638466,0.3219283,0.5673486,0.045867655
892,0,0.925,0.0,0,5,8,8,8,8,0.005045992,0.04388269,0.34133542,0.5737383,0.035997566
892,1,0.825,0.0,0,5,4,8,8,8,0.0050782054,0.04297491,0.33761388,0.5782522,0.036080763
892,2,0.75,0.0,0,5,4,5,8,8,0.0011571511,0.010865531,0.27686962,0.7006369,0.010470707
892,3,0.675,0.0,0,5,4,5,5,8,0.0043313163,0.027741646,0.30362955,0.63993055,0.024366962
892,4,0.6,0.9506666666666668,0.5108563747699536,5,4,5,5,5,0.0111729065,0.05334882,0.32339865,0.56638473,0.04569494
893,0,0.9,0.0,0,4,8,8,8,8,0.0050309775,0.04365639,0.34263632,0.57279044,0.03588587
893,1,0.8,0.0,0,4,4,8,8,8,0.0052633705,0.043445636,0.3387653,0.5759422,0.036583465
893,2,0.675,0.0,0,4,4,3,8,8,0.0011797067,0.010915766,0.27838555,0.69894284,0.010576094
893,3,0.6,0.0,0,4,4,3,5,8,0.004732861,0.028799202,0.3063437,0.6344848,0.025639396
893,4,0.525,0.7645333333333334,0.31903983514482287,4,4,3,5,5,0.012365232,0.055278454,0.3259269,0.55883515,0.047594246
894,0,0.925,0.0,0,5,8,8,8,8,0.0050049494,0.043337386,0.34167227,0.5742698,0.03571562
894,1,0.825,0.0,0,5,4,8,8,8,0.0050357636,0.042425845,0.3379531,0.5787953,0.035790008
894,2,0.725,0.0,0,5,4,4,8,8,0.0011355559,0.010591559,0.27697343,0.7010033,0.010296183
894,3,0.625,0.0,0,5,4,4,4,8,0.004406671,0.027635988,0.30475277,0.6386928,0.024511736
894,4,0.55,0.8786666666666667,0.46062621998903847,5,4,4,4,5,0.011872159,0.054093983,0.32538235,0.561991,0.046660587
895,0,0.9,0.0,0,4,8,8,8,8,0.0049840235,0.043068927,0.34107897,0.5752848,0.035583258
895,1,0.8,0.0,0,4,4,8,8,8,0.0052129207,0.042838637,0.33727822,0.5784032,0.036267087
895,2,0.725,0.0,0,4,4,5,8,8,0.0011535708,0.010562961,0.2779352,0.6999755,0.010372677
895,3,0.65,0.0,0,4,4,5,5,8,0.004372283,0.02733599,0.3048791,0.63906276,0.024349883
895,4,0.55,0.9098666666666666,0.5023920783490758,4,4,5,5,4,0.011382824,0.05287297,0.32507667,0.5649707,0.045696933
896,0,0.925,0.0,0,5,8,8,8,8,0.004965801,0.042825602,0.34068462,0.57606167,0.035462342
896,1,0.85,0.0,0,5,5,8,8,8,0.0049944473,0.04189921,0.33702016,0.5805613,0.035524815
896,2,0.775,0.0,0,5,5,5,8,8,0.0010827868,0.010148708,0.27600786,0.70281494,0.0099457195
896,3,0.675,0.0,0,5,5,5,4,8,0.0040718806,0.02623839,0.30411515,0.64225394,0.023320567
896,4,0.6,0.9248,0.4798402426194838,5,5,5,4,5,0.010920221,0.051732045,0.3247901,0.56780016,0.04475749
897,0,0.925,0.0,0,5,8,8,8,8,0.0049508815,0.042612385,0.34063512,0.5764326,0.03536911
897,1,0.8,0.0,0,5,3,8,8,8,0.004978315,0.04168159,0.33700675,0.58090836,0.035425093
897,2,0.7,0.0,0,5,3,4,8,8,0.0011325779,0.0102803465,0.2784476,0.69992876,0.010210734
897,3,0.6,0.0,0,5,3,4,4,8,0.004451562,0.027222833,0.3063729,0.63742614,0.02452658
897,4,0.5,0.8378666666666668,0.439310851569307,5,3,4,4,4,0.0120867565,0.05355708,0.32725015,0.56045556,0.046650477
898,0,1.0,0.0,0,8,8,8,8,8,0.0049370695,0.042354703,0.34163758,0.57577056,0.035300132
898,1,0.9,0.0,0,8,4,8,8,8,0.004423497,0.03948479,0.33787885,0.58465886,0.033554
898,2,0.8,0.0,0,8,4,4,8,8,0.0010098853,0.009651495,0.2756222,0.7042352,0.009481257
898,3,0.725,0.0,0,8,4,4,5,8,0.003897288,0.025380393,0.30577603,0.6422614,0.02268489
898,4,0.625,0.9119999999999999,0.4442731600265179,8,4,4,5,4,0.010059096,0.049499962,0.32531485,0.5721717,0.04295442
899,0,0.925,0.0,0,5,8,8,8,8,0.004914501,0.042052634,0.34243155,0.5755124,0.035088893
899,1,0.85,0.0,0,5,5,8,8,8,0.0049404795,0.041125223,0.3388405,0.5799553,0.035138447
899,2,0.775,0.0,0,5,5,5,8,8,0.0010576567,0.00978195,0.27934414,0.70006526,0.0097509725
899,3,0.7,0.0,0,5,5,5,5,8,0.0039973287,0.02553596,0.30753955,0.63996404,0.022963129
899,4,0.625,0.9517333333333333,0.4900406215395179,5,5,5,5,5,0.010383781,0.049908157,0.3272041,0.5690489,0.043455046
900,0,0.9,0.0,0,4,8,8,8,8,0.0048917406,0.041764658,0.342718,0.5757499,0.034875717
900,1,0.8,0.0,0,4,4,8,8,8,0.005112911,0.041515917,0.33908266,0.57875085,0.035537597
900,2,0.7,0.0,0,4,4,4,8,8,0.0011067252,0.009920445,0.2818039,0.69717026,0.009998615
900,3,0.625,0.0,0,4,4,4,5,8,0.004371489,0.026521686,0.3097397,0.6352463,0.024120871
900,4,0.55,0.9018666666666667,0.4917421098498725,4,4,4,5,5,0.011509067,0.051731918,0.330058,0.5613753,0.04532567
901,0,0.9,0.0,0,4,8,8,8,8,0.004868782,0.041491084,0.3426905,0.576283,0.03466657
901,1,0.8,0.0,0,4,4,8,8,8,0.005088561,0.041242424,0.33908167,0.5792615,0.035325892
901,2,0.725,0.0,0,4,4,5,8,8,0.0010975874,0.009805339,0.28210786,0.69707346,0.0099158
901,3,0.65,0.0,0,4,4,5,5,8,0.004204585,0.025885565,0.30936676,0.6370317,0.023511466
901,4,0.575,0.9405333333333334,0.5205906428135043,4,4,5,5,5,0.011041891,0.050645728,0.3296781,0.56427854,0.044355657
902,0,0.925,0.0,0,5,8,8,8,8,0.0048430823,0.041203633,0.34210536,0.57741517,0.034432765
902,1,0.775,0.0,0,5,2,8,8,8,0.004867353,0.040285915,0.33855549,0.5818127,0.03447855
902,2,0.7,0.0,0,5,2,5,8,8,0.0011151999,0.009816199,0.2821672,0.6969316,0.009969763
902,3,0.625,0.0,0,5,2,5,5,8,0.0043075355,0.02604728,0.3092689,0.6366098,0.023766577
902,4,0.5,0.6917333333333333,0.23087201869927015,5,2,5,5,3,0.0113732135,0.05098692,0.32996613,0.5629102,0.044763498
903,0,0.9,0.0,0,4,8,8,8,8,0.0047427192,0.040597286,0.34313577,0.5774595,0.034064725
903,1,0.825,0.0,0,4,5,8,8,8,0.0049579972,0.040362902,0.3394242,0.5805507,0.0347042
903,2,0.75,0.0,0,4,5,5,8,8,0.0010387778,0.009390279,0.28095198,0.6990769,0.009542098
903,3,0.675,0.0,0,4,5,5,5,8,0.0039730486,0.024878252,0.3087019,0.63978183,0.022664934
903,4,0.55,0.9074666666666666,0.4992018940148675,4,5,5,5,3,0.010435108,0.048951507,0.32911572,0.5685203,0.04297739
904,0,0.925,0.0,0,5,8,8,8,8,0.004664516,0.04025514,0.34348533,0.57779795,0.03379708
904,1,0.825,0.0,0,5,4,8,8,8,0.0046873833,0.03935552,0.33980802,0.5823218,0.0338272
904,2,0.75,0.0,0,5,4,5,8,8,0.0010248731,0.009302823,0.28089464,0.69931656,0.009461116
904,3,0.65,0.0,0,5,4,5,4,8,0.0039270157,0.02470282,0.30866402,0.64020145,0.022504732
904,4,0.525,0.9069333333333333,0.5191832786133994,5,4,5,4,3,0.010714826,0.0494009,0.32988602,0.56657976,0.043418527
905,0,0.9,0.0,0,4,8,8,8,8,0.0046143956,0.040217627,0.34462786,0.5768485,0.03369161
905,1,0.825,0.0,0,4,5,8,8,8,0.0048272833,0.04001074,0.34067133,0.5801813,0.03430931
905,2,0.75,0.0,0,4,5,5,8,8,0.0010183741,0.009311387,0.28178638,0.6984464,0.009437496
905,3,0.675,0.0,0,4,5,5,5,8,0.0039057743,0.024744805,0.3095358,0.6393566,0.022456994
905,4,0.6,0.9226666666666665,0.47725752600496535,4,5,5,5,5,0.010291622,0.048848018,0.3296193,0.5685655,0.04267568
906,0,0.925,0.0,0,5,8,8,8,8,0.004565337,0.040156413,0.3447427,0.57697904,0.03355652
906,1,0.825,0.0,0,5,4,8,8,8,0.004589159,0.03927796,0.34091344,0.58164334,0.033576123
906,2,0.75,0.0,0,5,4,5,8,8,0.0010104795,0.009304342,0.28141204,0.6988813,0.009391838
906,3,0.75,0.0,0,5,4,5,8,8,0.0038809779,0.02475354,0.3093359,0.6396564,0.022373168
906,4,0.675,0.9551999999999998,0.4503164216715225,5,4,5,8,5,0.00915911,0.04667363,0.3274557,0.5762888,0.04042267
907,0,0.925,0.0,0,5,8,8,8,8,0.004529448,0.040150125,0.344837,0.57694787,0.03353562
907,1,0.85,0.0,0,5,5,8,8,8,0.00455446,0.039288618,0.3409171,0.58168995,0.033549845
907,2,0.75,0.0,0,5,5,4,8,8,0.0009786981,0.009195426,0.2798815,0.7007096,0.009234841
907,3,0.675,0.0,0,5,5,4,5,8,0.0038686788,0.024804344,0.30904436,0.6398899,0.022392724
907,4,0.575,0.9373333333333335,0.5165886888470723,5,5,4,5,4,0.0102138985,0.04908459,0.32884595,0.56924725,0.042608425
908,0,0.9,0.0,0,4,8,8,8,8,0.0044981814,0.0401388,0.3456024,0.57623357,0.033527005
908,1,0.825,0.0,0,4,5,8,8,8,0.0047119297,0.039989725,0.34135562,0.5798106,0.034132186
908,2,0.75,0.0,0,4,5,5,8,8,0.0010037826,0.009331959,0.28201318,0.6982306,0.009420456
908,3,0.75,0.0,0,4,5,5,8,8,0.0038587775,0.02484619,0.30984694,0.6390227,0.02242536
908,4,0.65,0.9293333333333333,0.4437415344530885,4,5,5,8,4,0.009106841,0.04690707,0.3274645,0.5760297,0.040491883
909,0,0.925,0.0,0,5,8,8,8,8,0.0044796644,0.040193137,0.34644946,0.5752514,0.03362631
909,1,0.85,0.0,0,5,5,8,8,8,0.004506872,0.039365053,0.34245422,0.5800351,0.03363878
909,2,0.75,0.0,0,5,5,4,8,8,0.0009774127,0.009245625,0.2823603,0.69808686,0.0093298005
909,3,0.675,0.0,0,5,5,4,5,8,0.0038615637,0.024935566,0.3109797,0.63766265,0.022560595
909,4,0.6,0.9255999999999999,0.48080785010152854,5,5,4,5,5,0.010192988,0.049358938,0.33011034,0.56751335,0.0428244
910,0,0.9,0.0,0,4,8,8,8,8,0.0044611366,0.040226065,0.3470617,0.5745518,0.033699308
910,1,0.8,0.0,0,4,4,8,8,8,0.0046750554,0.040106334,0.3427524,0.57815796,0.034308277
910,2,0.725,0.0,0,4,4,5,8,8,0.0010330763,0.009519229,0.2857209,0.6940058,0.009720976
910,3,0.65,0.0,0,4,4,5,5,8,0.0039887046,0.025395973,0.31228402,0.63523656,0.023094727
