episode_num,layer_num,quant_state,acc_state,reward,l1-bits,l2-bits,l3-bits,l4-bits,l5-bits,prob_2bits,prob_3bits,prob_4bits,prob_5bits,prob_8bits
208,2,0.65,0.0,0,4,3,3,8,8,0.027885234,0.07801568,0.39241222,0.40551037,0.09617656
208,3,0.55,0.0,0,4,3,3,4,8,0.045084354,0.098520085,0.33468089,0.40051445,0.12120013
208,4,0.45,0.6882666666666666,0.2445210990336649,4,3,3,4,4,0.059347983,0.11321738,0.2810818,0.40347293,0.14287983
209,0,0.925,0.0,0,5,8,8,8,8,0.04496325,0.11055087,0.2698112,0.43258193,0.14209275
209,1,0.925,0.0,0,5,8,8,8,8,0.04461356,0.109683536,0.26990384,0.43275073,0.14304832
209,2,0.85,0.0,0,5,8,5,8,8,0.026414324,0.07670201,0.39534044,0.40737453,0.09416869
209,3,0.775,0.0,0,5,8,5,5,8,0.040614367,0.09707152,0.33407712,0.41245258,0.115784444
209,4,0.7,0.9714666666666667,0.4447651687708557,5,8,5,5,5,0.050708614,0.11099101,0.28386575,0.41739818,0.13703643
210,0,0.9,0.0,0,4,8,8,8,8,0.044863027,0.11016457,0.26928633,0.43348637,0.14219975
210,1,0.825,0.0,0,4,5,8,8,8,0.045090005,0.109940454,0.2694544,0.4319492,0.14356595
210,2,0.725,0.0,0,4,5,4,8,8,0.02719521,0.07723892,0.3925969,0.40770933,0.095259614
210,3,0.65,0.0,0,4,5,4,5,8,0.04319833,0.09766175,0.33446404,0.40568325,0.1189927
210,4,0.55,0.9047999999999999,0.49565236231539955,4,5,4,5,4,0.055070393,0.11197716,0.28096923,0.4117563,0.14022692
211,0,0.925,0.0,0,5,8,8,8,8,0.04473352,0.10966143,0.26925838,0.43423238,0.14211428
211,1,0.825,0.0,0,5,4,8,8,8,0.04438623,0.10881476,0.26935208,0.43437472,0.14307217
211,2,0.7,0.0,0,5,4,3,8,8,0.027053982,0.07686988,0.39276436,0.40831774,0.09499403
211,3,0.6,0.0,0,5,4,3,4,8,0.0435963,0.09762593,0.33433476,0.40505984,0.11938322
211,4,0.6,0.7872000000000001,0.3093935036279843,5,4,3,4,8,0.056885384,0.11215493,0.28074476,0.40902635,0.14118859
212,0,1.0,0.0,0,8,8,8,8,8,0.044639967,0.10927078,0.26919422,0.43472022,0.14217483
212,1,0.925,0.0,0,8,5,8,8,8,0.042708036,0.10670563,0.26941657,0.43988413,0.14128569
212,2,0.85,0.0,0,8,5,5,8,8,0.02604986,0.075800546,0.39478236,0.40973413,0.093633115
212,3,0.775,0.0,0,8,5,5,5,8,0.04019719,0.09639893,0.33341983,0.41476563,0.11521846
212,4,0.675,0.9578666666666665,0.4530663656625615,8,5,5,5,4,0.05028744,0.1101641,0.28352973,0.41968372,0.13633497
213,0,0.875,0.0,0,3,8,8,8,8,0.044533,0.108848244,0.26903024,0.43539444,0.14219408
213,1,0.8,0.0,0,3,5,8,8,8,0.045329954,0.109207764,0.26912928,0.43240154,0.1439315
213,2,0.7,0.0,0,3,5,4,8,8,0.02703792,0.07634867,0.3924212,0.40920103,0.09499113
213,3,0.6,0.0,0,3,5,4,4,8,0.043305766,0.09707473,0.3343162,0.40632546,0.11897791
213,4,0.5,0.8250666666666667,0.4204555492104745,3,5,4,4,4,0.056574002,0.11154576,0.28116608,0.40999037,0.14072387
214,0,0.925,0.0,0,5,8,8,8,8,0.044432558,0.108432055,0.2692801,0.43568558,0.14216971
214,1,0.825,0.0,0,5,4,8,8,8,0.044073537,0.10756605,0.26934096,0.435935,0.14308445
214,2,0.7,0.0,0,5,4,3,8,8,0.026664352,0.0756948,0.3939915,0.40937153,0.09427782
214,3,0.625,0.0,0,5,4,3,5,8,0.04314163,0.0967136,0.33512178,0.406329,0.118694
214,4,0.525,0.7687999999999999,0.324956599018414,5,4,3,5,4,0.055402134,0.11093154,0.2823502,0.41158217,0.13973391
215,0,0.9,0.0,0,4,8,8,8,8,0.044359393,0.10810319,0.2695378,0.4357909,0.1422087
215,1,0.775,0.0,0,4,3,8,8,8,0.04456508,0.10784931,0.2696629,0.434422,0.14350072
215,2,0.675,0.0,0,4,3,4,8,8,0.027005205,0.07566497,0.39416662,0.40833366,0.094829515
215,3,0.6,0.0,0,4,3,4,5,8,0.043546915,0.09661702,0.33579522,0.40490645,0.11913434
215,4,0.475,0.8410666666666667,0.46169228595557465,4,3,4,5,3,0.056247283,0.11084583,0.28313085,0.40968096,0.14009508
216,0,0.9,0.0,0,4,8,8,8,8,0.044317644,0.108141914,0.26979217,0.43551677,0.1422315
216,1,0.825,0.0,0,4,5,8,8,8,0.044514935,0.107885264,0.26988924,0.43420285,0.14350763
216,2,0.7,0.0,0,4,5,3,8,8,0.026429048,0.07504617,0.3963117,0.408471,0.09374209
216,3,0.6,0.0,0,4,5,3,4,8,0.04287016,0.09633083,0.33663332,0.40597647,0.11818928
216,4,0.5,0.7757333333333333,0.3481854124625883,4,5,3,4,4,0.05610887,0.11088786,0.28394103,0.40927586,0.13978636
217,0,0.925,0.0,0,5,8,8,8,8,0.044294685,0.10822076,0.27001354,0.43517268,0.14229828
217,1,0.85,0.0,0,5,5,8,8,8,0.043910477,0.10732267,0.27004662,0.43557507,0.14314516
217,2,0.775,0.0,0,5,5,5,8,8,0.0261009,0.074657746,0.3981829,0.40795904,0.09309932
217,3,0.675,0.0,0,5,5,5,4,8,0.04116095,0.09569828,0.33732253,0.409943,0.1158753
217,4,0.55,0.9229333333333333,0.5196832907813244,5,5,5,4,3,0.053061824,0.11010002,0.28552857,0.4138144,0.13749523
218,0,0.9,0.0,0,4,8,8,8,8,0.044253584,0.108417265,0.26982364,0.43527502,0.14223051
218,1,0.825,0.0,0,4,5,8,8,8,0.04443436,0.108163275,0.2699321,0.4339941,0.14347617
218,2,0.725,0.0,0,4,5,4,8,8,0.026226534,0.07484648,0.3986073,0.40715113,0.09316852
218,3,0.625,0.0,0,4,5,4,4,8,0.04208334,0.096211955,0.33836225,0.40636763,0.116974846
218,4,0.525,0.8984,0.5073319509876134,4,5,4,4,4,0.054860637,0.11102798,0.28589892,0.4097403,0.1384721
219,0,1.0,0.0,0,8,8,8,8,8,0.04419149,0.10845762,0.2705067,0.43481404,0.14203018
219,1,0.925,0.0,0,8,5,8,8,8,0.042227946,0.10580008,0.2706929,0.44029838,0.14098066
219,2,0.85,0.0,0,8,5,5,8,8,0.025211845,0.07389114,0.40292376,0.40640873,0.09156452
219,3,0.775,0.0,0,8,5,5,5,8,0.03927084,0.09531178,0.33953372,0.4126316,0.11325204
219,4,0.7,0.9810666666666666,0.4540358087648261,8,5,5,5,5,0.049365617,0.109607,0.2899434,0.41701314,0.13407081
220,0,1.0,0.0,0,8,8,8,8,8,0.044097513,0.10840448,0.27065298,0.435084,0.14176106
220,1,0.925,0.0,0,8,5,8,8,8,0.042127624,0.10572864,0.27082393,0.44064674,0.14067307
220,2,0.85,0.0,0,8,5,5,8,8,0.02506726,0.07364132,0.40442964,0.40581295,0.091048755
220,3,0.725,0.0,0,8,5,5,3,8,0.039104123,0.09518809,0.34076643,0.41218692,0.11275442
220,4,0.625,0.8661333333333332,0.3901726445446217,8,5,5,3,4,0.050775327,0.110099204,0.29009578,0.4144221,0.13460752
221,0,0.9,0.0,0,4,8,8,8,8,0.044024576,0.108422056,0.27091104,0.43518886,0.14145344
221,1,0.8,0.0,0,4,4,8,8,8,0.044188034,0.10819523,0.2710224,0.4338873,0.14270706
221,2,0.725,0.0,0,4,4,5,8,8,0.026041675,0.07438359,0.40414748,0.40331766,0.09210952
221,3,0.65,0.0,0,4,4,5,5,8,0.041604377,0.09608142,0.34292758,0.40378758,0.11559904
221,4,0.575,0.9405333333333334,0.5205906428135043,4,4,5,5,5,0.053379472,0.111128196,0.290549,0.4087597,0.13618352
222,0,1.0,0.0,0,8,8,8,8,8,0.04389446,0.10824428,0.27134994,0.43561095,0.14090042
222,1,0.925,0.0,0,8,5,8,8,8,0.04191415,0.105544254,0.27147487,0.44131628,0.13975047
222,2,0.925,0.0,0,8,5,8,8,8,0.024786452,0.07327713,0.40603653,0.40600553,0.089894354
222,3,0.85,0.0,0,8,5,8,5,8,0.03742531,0.0939798,0.3420147,0.4165475,0.110032685
222,4,0.85,0.9786666666666668,0.3209979764607938,8,5,8,5,8,0.04683425,0.10932018,0.2936626,0.4194433,0.13073958
223,0,0.925,0.0,0,5,8,8,8,8,0.043785293,0.10810983,0.27200273,0.43591926,0.1401829
223,1,0.825,0.0,0,5,4,8,8,8,0.04336862,0.10724969,0.27197272,0.43639916,0.14100973
223,2,0.75,0.0,0,5,4,5,8,8,0.025505759,0.07377227,0.40516636,0.40525186,0.090303704
223,3,0.675,0.0,0,5,4,5,5,8,0.040710125,0.09556506,0.34374568,0.40644628,0.113532804
223,4,0.575,0.9434666666666668,0.5242509166848774,5,4,5,5,4,0.052059308,0.11065025,0.29180393,0.41138184,0.13410465
224,0,0.925,0.0,0,5,8,8,8,8,0.043638527,0.10782301,0.27289957,0.43632358,0.13931526
224,1,0.775,0.0,0,5,2,8,8,8,0.04321881,0.10697366,0.2728617,0.43679866,0.14014722
224,2,0.675,0.0,0,5,2,4,8,8,0.025783144,0.07388518,0.40422738,0.4058543,0.09025002
224,3,0.6,0.0,0,5,2,4,5,8,0.042080544,0.09600788,0.34382752,0.40329394,0.11479019
224,4,0.525,0.5618666666666666,0.08273336511378282,5,2,4,5,5,0.054685216,0.111301415,0.292158,0.40666586,0.13518953
225,0,0.925,0.0,0,5,8,8,8,8,0.043313354,0.10766534,0.27438614,0.4358547,0.1387805
225,1,0.85,0.0,0,5,5,8,8,8,0.042886946,0.10683078,0.27432618,0.43634024,0.13961585
225,2,0.75,0.0,0,5,5,4,8,8,0.02492326,0.07325159,0.40530422,0.40799534,0.088525556
225,3,0.65,0.0,0,5,5,4,4,8,0.040265825,0.095207974,0.3446696,0.4076675,0.11218912
225,4,0.55,0.9104,0.5031004317928983,5,5,4,4,4,0.052526392,0.11068546,0.29339308,0.40996373,0.13343136
226,0,0.925,0.0,0,5,8,8,8,8,0.04299879,0.1074041,0.27616194,0.4352474,0.13818772
226,1,0.85,0.0,0,5,5,8,8,8,0.042565793,0.10658498,0.27610713,0.4357178,0.13902435
226,2,0.75,0.0,0,5,5,4,8,8,0.024723947,0.07297747,0.40685877,0.4075458,0.087893985
226,3,0.75,0.0,0,5,5,4,8,8,0.040020272,0.09496428,0.34638566,0.40700948,0.11162034
226,4,0.675,0.9421333333333333,0.43675814624205694,5,5,4,8,5,0.04872582,0.10919965,0.29631487,0.4156306,0.13012904
227,0,1.0,0.0,0,8,8,8,8,8,0.042712558,0.10714858,0.27765992,0.43475685,0.1377221
227,1,0.9,0.0,0,8,4,8,8,8,0.04071763,0.10445132,0.27774087,0.4405914,0.1364988
227,2,0.8,0.0,0,8,4,4,8,8,0.024119684,0.07235878,0.4088121,0.40786698,0.08684252
227,3,0.7,0.0,0,8,4,4,4,8,0.038789224,0.09439019,0.34735748,0.4096537,0.10980945
227,4,0.6,0.9,0.44961350552771573,8,4,4,4,4,0.05022293,0.109623015,0.29710102,0.41198415,0.13106887
228,0,0.875,0.0,0,3,8,8,8,8,0.04245666,0.106875315,0.27961403,0.43377316,0.13728076
228,1,0.8,0.0,0,3,5,8,8,8,0.04318499,0.107379206,0.27922755,0.43093294,0.13927536
228,2,0.8,0.0,0,3,5,8,8,8,0.024816457,0.072702095,0.4099419,0.40478674,0.08775277
228,3,0.65,0.0,0,3,5,8,2,8,0.038580276,0.09406545,0.34962383,0.40831628,0.10941414
228,4,0.55,0.7304000000000002,0.26158531767343823,3,5,8,2,4,0.051830012,0.11004876,0.29890394,0.40719476,0.13202247
229,0,0.925,0.0,0,5,8,8,8,8,0.042166088,0.10629621,0.28178856,0.43296787,0.1367813
229,1,0.825,0.0,0,5,4,8,8,8,0.041716125,0.10553804,0.28173298,0.43338376,0.13762912
229,2,0.825,0.0,0,5,4,8,8,8,0.024371065,0.07203869,0.41288242,0.40398103,0.08672682
229,3,0.75,0.0,0,5,4,8,5,8,0.037789475,0.09346181,0.35163003,0.40889147,0.108227186
229,4,0.675,0.9562666666666666,0.4514171106721741,5,4,8,5,5,0.04804953,0.10831713,0.30196798,0.41287136,0.12879395
230,0,0.925,0.0,0,5,8,8,8,8,0.041886605,0.10572795,0.28363585,0.43241298,0.13633662
230,1,0.85,0.0,0,5,5,8,8,8,0.041433644,0.10499575,0.28356925,0.43281788,0.13718341
230,2,0.75,0.0,0,5,5,4,8,8,0.023954086,0.07142428,0.4149699,0.40377137,0.08588041
230,3,0.65,0.0,0,5,5,4,4,8,0.039059736,0.09358019,0.35380432,0.4036474,0.109908395
230,4,0.55,0.9104,0.5031004317928983,5,5,4,4,4,0.05130959,0.109332114,0.30251718,0.4057872,0.13105395
231,0,1.0,0.0,0,8,8,8,8,8,0.041613657,0.10510474,0.28573096,0.4317169,0.13583383
231,1,0.9,0.0,0,8,4,8,8,8,0.039606858,0.102486454,0.28594604,0.43737558,0.13458507
231,2,0.8,0.0,0,8,4,4,8,8,0.023321057,0.07048637,0.41880596,0.40265378,0.08473283
231,3,0.7,0.0,0,8,4,4,4,8,0.03779861,0.09267644,0.3560775,0.40545976,0.107987754
231,4,0.625,0.8984,0.42834724050878015,8,4,4,4,5,0.04924971,0.108095825,0.3050544,0.40839761,0.1292024
232,0,0.875,0.0,0,3,8,8,8,8,0.041349363,0.10450599,0.28781843,0.43102232,0.13530385
232,1,0.875,0.0,0,3,8,8,8,8,0.042069584,0.105147086,0.2870798,0.42825574,0.13744773
232,2,0.775,0.0,0,3,8,4,8,8,0.023325518,0.07005903,0.42172036,0.4004419,0.08445323
232,3,0.7,0.0,0,3,8,4,5,8,0.0380308,0.092325464,0.35881096,0.40265277,0.10818002
232,4,0.625,0.8741333333333333,0.39967922128341565,3,8,4,5,5,0.0489988,0.10760364,0.30724835,0.40748718,0.12866196
233,0,0.925,0.0,0,5,8,8,8,8,0.041090112,0.103838466,0.28963324,0.43067357,0.1347646
233,1,0.85,0.0,0,5,5,8,8,8,0.040637333,0.10316268,0.28950438,0.4311113,0.13558426
233,2,0.775,0.0,0,5,5,5,8,8,0.023343848,0.06965914,0.42395076,0.3987622,0.084284
233,3,0.7,0.0,0,5,5,5,5,8,0.03777548,0.09177562,0.36093014,0.40186,0.10765876
233,4,0.6,0.9450666666666666,0.5041908867202274,5,5,5,5,4,0.048751015,0.10709102,0.30906203,0.406992,0.1281039
234,0,0.925,0.0,0,5,8,8,8,8,0.04081816,0.103110634,0.2910009,0.43096447,0.13410585
234,1,0.85,0.0,0,5,5,8,8,8,0.04036651,0.10245049,0.29086024,0.43140796,0.13491483
234,2,0.75,0.0,0,5,5,4,8,8,0.023137752,0.0690642,0.42575675,0.39839637,0.08364488
234,3,0.75,0.0,0,5,5,4,8,8,0.037982695,0.0913904,0.36265573,0.40022007,0.107751064
234,4,0.65,0.9389333333333332,0.4542944938597212,5,5,4,8,4,0.0467547,0.105656855,0.31165463,0.40986085,0.12607302
235,0,0.925,0.0,0,5,8,8,8,8,0.04058071,0.10244077,0.29245317,0.4308978,0.1336275
235,1,0.925,0.0,0,5,8,8,8,8,0.04013105,0.10179243,0.2922967,0.4313505,0.13442923
235,2,0.85,0.0,0,5,8,5,8,8,0.022333924,0.06788073,0.4295667,0.39795494,0.0822638
235,3,0.775,0.0,0,5,8,5,5,8,0.03575109,0.0898176,0.36442724,0.40538037,0.10462366
235,4,0.65,0.9383999999999999,0.45371008379393923,5,8,5,5,3,0.04580252,0.10465615,0.31391335,0.41052893,0.125099
236,0,0.925,0.0,0,5,8,8,8,8,0.040384036,0.10201118,0.29341897,0.4308997,0.13328604
236,1,0.8,0.0,0,5,3,8,8,8,0.039936535,0.10137856,0.2932455,0.43135428,0.13408507
236,2,0.725,0.0,0,5,3,5,8,8,0.023231642,0.068539634,0.4283829,0.39620525,0.083640605
236,3,0.65,0.0,0,5,3,5,5,8,0.038034808,0.09074518,0.36574194,0.39778206,0.10769596
236,4,0.55,0.8792,0.46134486739949127,5,3,5,5,4,0.049816813,0.106392264,0.31358916,0.4023003,0.12790148
237,0,0.875,0.0,0,3,8,8,8,8,0.040204324,0.10167189,0.29424965,0.43095633,0.1329178
237,1,0.775,0.0,0,3,4,8,8,8,0.04091823,0.10242273,0.29332268,0.42826492,0.13507143
237,2,0.7,0.0,0,3,4,5,8,8,0.023292053,0.06846678,0.42868835,0.39592335,0.08362945
237,3,0.6,0.0,0,3,4,5,4,8,0.038356207,0.09069128,0.36654082,0.39644414,0.10796765
237,4,0.525,0.8818666666666667,0.48423405721155605,3,4,5,4,5,0.051446892,0.10678784,0.31452638,0.39853036,0.12870859
238,0,0.925,0.0,0,5,8,8,8,8,0.040018402,0.101322114,0.29512477,0.43107685,0.13245796
238,1,0.85,0.0,0,5,5,8,8,8,0.03956985,0.10070803,0.29494026,0.4315362,0.13324572
238,2,0.85,0.0,0,5,5,8,8,8,0.022485103,0.06743303,0.4310623,0.39713487,0.08188466
238,3,0.775,0.0,0,5,5,8,5,8,0.0351494,0.088744275,0.36771172,0.40507185,0.10332277
238,4,0.7,0.9661333333333334,0.4395806818043921,5,5,8,5,5,0.04515225,0.103606775,0.31747484,0.4100415,0.12372458
239,0,1.0,0.0,0,8,8,8,8,8,0.03984313,0.10098611,0.29566336,0.4314492,0.13205823
239,1,0.9,0.0,0,8,4,8,8,8,0.037863698,0.09843383,0.2959878,0.4369999,0.13071471
239,2,0.825,0.0,0,8,4,5,8,8,0.021929963,0.06670128,0.43215507,0.3984432,0.08077045
239,3,0.725,0.0,0,8,4,5,4,8,0.03545182,0.08866062,0.3680693,0.4042625,0.10355576
239,4,0.625,0.9338666666666667,0.4696148155785814,8,4,5,4,4,0.04648185,0.103992894,0.31735066,0.40777624,0.12439832
240,0,0.925,0.0,0,5,8,8,8,8,0.03967665,0.10063201,0.29662192,0.43141302,0.13165636
240,1,0.85,0.0,0,5,5,8,8,8,0.03922402,0.10002106,0.2964342,0.43189818,0.13242257
240,2,0.75,0.0,0,5,5,4,8,8,0.02219463,0.0667669,0.4316658,0.39829445,0.08107821
240,3,0.65,0.0,0,5,5,4,4,8,0.036709007,0.089018136,0.36903745,0.3999943,0.10524117
240,4,0.525,0.8885333333333333,0.4935675565411938,5,5,4,4,3,0.048934966,0.10495665,0.31757405,0.40260622,0.12592812
241,0,1.0,0.0,0,8,8,8,8,8,0.03953836,0.10047999,0.29753292,0.43113768,0.13131103
241,1,0.85,0.0,0,8,2,8,8,8,0.037561752,0.097928904,0.29789716,0.43666992,0.12994231
241,2,0.775,0.0,0,8,2,5,8,8,0.022063881,0.06655466,0.43295237,0.3977385,0.080690645
241,3,0.675,0.0,0,8,2,5,4,8,0.036059212,0.08860974,0.3702851,0.40093368,0.10411225
241,4,0.55,0.6629333333333333,0.17889909691561984,8,2,5,4,3,0.04783164,0.104354486,0.3189843,0.4039845,0.12484505
242,0,0.9,0.0,0,4,8,8,8,8,0.03916014,0.10003123,0.29879576,0.4316346,0.13037823
242,1,0.775,0.0,0,4,3,8,8,8,0.03928062,0.10016864,0.29826695,0.43046224,0.1318215
242,2,0.675,0.0,0,4,3,4,8,8,0.022513255,0.066914916,0.43277547,0.3963687,0.081427604
242,3,0.675,0.0,0,4,3,4,8,8,0.037767325,0.089307435,0.37107816,0.3954675,0.10637966
242,4,0.6,0.8904,0.4378060517693861,4,3,4,8,5,0.04754054,0.10399576,0.32029548,0.4039099,0.1242583
243,0,0.925,0.0,0,5,8,8,8,8,0.03882892,0.09966141,0.2997196,0.43215224,0.12963785
243,1,0.825,0.0,0,5,4,8,8,8,0.038374603,0.09913558,0.29965305,0.43245998,0.13037683
243,2,0.725,0.0,0,5,4,4,8,8,0.021925358,0.06607371,0.43550715,0.39620975,0.08028404
243,3,0.65,0.0,0,5,4,4,5,8,0.03653313,0.08846532,0.37263805,0.39771324,0.104650274
243,4,0.5,0.8597333333333333,0.4714816414379066,5,4,4,5,2,0.048195794,0.10416316,0.32105386,0.40208882,0.124498375
244,0,0.925,0.0,0,5,8,8,8,8,0.03860991,0.09934435,0.3006406,0.43243948,0.12896563
244,1,0.825,0.0,0,5,4,8,8,8,0.038154338,0.09885391,0.30065748,0.43264368,0.1296907
244,2,0.75,0.0,0,5,4,5,8,8,0.021848017,0.0657798,0.43687323,0.39549035,0.080008626
244,3,0.6,0.0,0,5,4,5,2,8,0.035946865,0.087935485,0.3736661,0.39879295,0.10365855
244,4,0.525,0.7554666666666666,0.3065263108299872,5,4,5,2,5,0.0499646,0.104755744,0.32141712,0.3984821,0.12538046
245,0,0.9,0.0,0,4,8,8,8,8,0.03843329,0.09917493,0.3014337,0.43244836,0.12850972
245,1,0.8,0.0,0,4,4,8,8,8,0.038547266,0.09940867,0.30106613,0.43105003,0.12992796
245,2,0.7,0.0,0,4,4,4,8,8,0.021978486,0.06577176,0.43775478,0.39424893,0.08024613
245,3,0.6,0.0,0,4,4,4,4,8,0.036860514,0.08830296,0.37418383,0.39582032,0.10483242
245,4,0.5,0.8829333333333333,0.5054424432181233,4,4,4,4,4,0.049886495,0.104587965,0.3221941,0.3982129,0.12511858
246,0,0.875,0.0,0,3,8,8,8,8,0.038266923,0.09893078,0.30319646,0.43156472,0.12804118
246,1,0.8,0.0,0,3,5,8,8,8,0.038951732,0.09988404,0.30245042,0.42858958,0.1301242
246,2,0.7,0.0,0,3,5,4,8,8,0.02187413,0.065367684,0.44101727,0.39177126,0.079969674
246,3,0.6,0.0,0,3,5,4,4,8,0.036735337,0.087992325,0.37641543,0.39430875,0.10454817
246,4,0.525,0.8496,0.43877756266600415,3,5,4,4,5,0.04978651,0.10430446,0.32405534,0.39707294,0.12478074
247,0,0.875,0.0,0,3,8,8,8,8,0.038095668,0.0986008,0.30487877,0.43086943,0.12755536
247,1,0.875,0.0,0,3,8,8,8,8,0.038771827,0.09957881,0.30415216,0.427884,0.12961313
247,2,0.775,0.0,0,3,8,4,8,8,0.021150667,0.064215966,0.44624618,0.38999197,0.078395255
247,3,0.65,0.0,0,3,8,4,3,8,0.035107113,0.086741835,0.37933606,0.39666143,0.10215353
247,4,0.55,0.8016,0.3561133869405347,3,8,4,3,4,0.0478016,0.10302816,0.3263361,0.3996081,0.12322603
248,0,0.875,0.0,0,3,8,8,8,8,0.03791497,0.09807553,0.3066213,0.43042645,0.12696168
248,1,0.8,0.0,0,3,5,8,8,8,0.038584035,0.09909452,0.30591536,0.42741036,0.12899567
248,2,0.725,0.0,0,3,5,5,8,8,0.021653634,0.06445594,0.447272,0.38730165,0.07931676
248,3,0.65,0.0,0,3,5,5,5,8,0.035946134,0.08694512,0.38100153,0.39293134,0.103175834
248,4,0.575,0.9189333333333334,0.49340649300438705,3,5,5,5,5,0.047678083,0.10260729,0.32808506,0.3987977,0.12283192
249,0,0.925,0.0,0,5,8,8,8,8,0.03771699,0.09754921,0.30755714,0.43090984,0.1262669
249,1,0.85,0.0,0,5,5,8,8,8,0.037233528,0.09717515,0.3077728,0.4309566,0.12686202
249,2,0.75,0.0,0,5,5,4,8,8,0.021133838,0.0635672,0.44991565,0.38734058,0.07804265
249,3,0.675,0.0,0,5,5,4,5,8,0.035281952,0.08622609,0.3822259,0.3942252,0.102040865
249,4,0.575,0.9373333333333335,0.5165886888470723,5,5,4,5,4,0.046616435,0.10167379,0.32919458,0.40087652,0.121638685
250,0,0.9,0.0,0,4,8,8,8,8,0.03750826,0.09697091,0.30845192,0.43155462,0.12551421
250,1,0.775,0.0,0,4,3,8,8,8,0.037587583,0.09732226,0.30822322,0.4300541,0.12681286
250,2,0.675,0.0,0,4,3,4,8,8,0.021630438,0.06382448,0.44955623,0.3862268,0.07876201
250,3,0.6,0.0,0,4,3,4,5,8,0.0366011,0.08658053,0.3825172,0.3907671,0.10353414
250,4,0.525,0.8869333333333332,0.49132982275982917,4,3,4,5,5,0.04918239,0.102554396,0.32961187,0.39583483,0.12281653
251,0,0.875,0.0,0,3,8,8,8,8,0.037309118,0.09651511,0.3090441,0.43238223,0.12474939
251,1,0.775,0.0,0,3,4,8,8,8,0.037962366,0.097589076,0.30838823,0.4293253,0.12673509
251,2,0.675,0.0,0,3,4,4,8,8,0.021491045,0.06331543,0.45091155,0.38608158,0.07820037
251,3,0.575,0.0,0,3,4,4,4,8,0.036402132,0.08609341,0.38324493,0.39134234,0.10291714
251,4,0.475,0.8663999999999998,0.5004145378650069,3,4,4,4,4,0.04991444,0.10248152,0.33018556,0.39479527,0.12262326
252,0,0.9,0.0,0,4,8,8,8,8,0.03712559,0.096076846,0.31048146,0.4322924,0.12402364
252,1,0.825,0.0,0,4,5,8,8,8,0.037189055,0.09645254,0.31031352,0.43077546,0.12526932
252,2,0.725,0.0,0,4,5,4,8,8,0.020898856,0.062158793,0.4553938,0.38476115,0.07678732
252,3,0.625,0.0,0,4,5,4,4,8,0.035198517,0.08497911,0.3858331,0.3930929,0.100896336
252,4,0.475,0.7936,0.38911754363883266,4,5,4,4,2,0.04781864,0.100978196,0.33241323,0.39788175,0.12090823
253,0,0.9,0.0,0,4,8,8,8,8,0.037018538,0.09576272,0.3116048,0.4321654,0.123448595
253,1,0.825,0.0,0,4,5,8,8,8,0.037071835,0.096148476,0.31150693,0.43061048,0.124662206
253,2,0.725,0.0,0,4,5,4,8,8,0.020796876,0.061642066,0.45816666,0.38310593,0.07628846
253,3,0.65,0.0,0,4,5,4,5,8,0.035075508,0.08452081,0.38765374,0.39237002,0.10037996
253,4,0.55,0.9047999999999999,0.49565236231539955,4,5,4,5,4,0.04679894,0.10002332,0.3342182,0.39922062,0.119738944
254,0,0.925,0.0,0,5,8,8,8,8,0.036899015,0.09539306,0.3128224,0.432052,0.12283357
254,1,0.925,0.0,0,5,8,8,8,8,0.036379848,0.095069475,0.3132648,0.43200192,0.123283885
254,2,0.825,0.0,0,5,8,4,8,8,0.019887902,0.060070198,0.4637457,0.38212776,0.07416849
254,3,0.725,0.0,0,5,8,4,4,8,0.032994516,0.08262484,0.39087272,0.3963685,0.09713944
254,4,0.625,0.9202666666666666,0.4538945102787669,5,8,4,4,4,0.044033553,0.09803063,0.33698,0.4037907,0.11716509
255,0,0.85,0.0,0,2,8,8,8,8,0.036792845,0.09503692,0.31435916,0.43148458,0.12232645
255,1,0.775,0.0,0,2,5,8,8,8,0.037993595,0.096758746,0.3134572,0.4269744,0.12481602
255,2,0.675,0.0,0,2,5,4,8,8,0.020983614,0.060983837,0.4635211,0.3785102,0.07600124
255,3,0.6,0.0,0,2,5,4,5,8,0.035750452,0.08403501,0.39160103,0.38798815,0.10062527
255,4,0.525,0.7501333333333333,0.2992071888394547,2,5,4,5,5,0.048353564,0.09983069,0.33789632,0.39430174,0.11961766
256,0,0.925,0.0,0,5,8,8,8,8,0.036571324,0.094665445,0.31601623,0.43086004,0.12188697
256,1,0.925,0.0,0,5,8,8,8,8,0.036053117,0.094392255,0.31653276,0.43072128,0.12230057
256,2,0.825,0.0,0,5,8,4,8,8,0.01962739,0.058911327,0.4709706,0.3773319,0.073158704
256,3,0.75,0.0,0,5,8,4,5,8,0.032670904,0.08155633,0.39609435,0.39349487,0.09618355
256,4,0.65,0.9328,0.4475604225869269,5,8,4,5,4,0.04294932,0.09654425,0.3418376,0.40315577,0.11551306
257,0,0.9,0.0,0,4,8,8,8,8,0.036373302,0.094317965,0.3176951,0.43010324,0.121510394
257,1,0.75,0.0,0,4,2,8,8,8,0.036421753,0.09479497,0.31770876,0.42842603,0.12264853
257,2,0.65,0.0,0,4,2,4,8,8,0.020948153,0.060326565,0.46931887,0.3739499,0.075456604
257,3,0.575,0.0,0,4,2,4,5,8,0.03586398,0.083376504,0.3959349,0.38441697,0.10040761
