EPOCH,TOP1-ACC,TOP5-ACC,VAL-LOSS
147,94.86689419795222,99.64505119453925,0.23011430789684428
148,95.00341296928327,99.67235494880546,0.23442994006748852
149,95.04436860068259,99.60409556313992,0.24190545082092282
150,94.90784982935153,99.65870307167235,0.23353464644530728
151,95.22184300341297,99.63139931740615,0.22092754162591074
152,95.26279863481228,99.60409556313992,0.22493729766072898
153,95.24914675767918,99.64505119453925,0.22821511276837056
154,95.16723549488054,99.63139931740615,0.22546884879983703
155,95.09897610921502,99.64505119453925,0.22330040202058593
156,95.2901023890785,99.63139931740615,0.23066729821007823
157,95.16723549488054,99.63139931740615,0.22311510608114046
158,95.12627986348123,99.60409556313992,0.21661997149730547
159,95.12627986348123,99.60409556313992,0.2188269095174197
160,95.13993174061433,99.64505119453925,0.22442207305595788
161,95.41296928327645,99.64505119453925,0.21860742209286527
162,95.0716723549488,99.64505119453925,0.2252717218522368
163,95.23549488054609,99.75426621160409,0.21708124876022336
164,95.24914675767918,99.67235494880546,0.2236715991949213
165,95.0716723549488,99.68600682593856,0.23280972293738658
166,95.15358361774744,99.64505119453925,0.21990731718211337
167,95.23549488054609,99.69965870307166,0.22022180361994384
168,95.16723549488054,99.65870307167235,0.21960024330122713
169,95.34470989761093,99.69965870307166,0.21856523998852434
170,95.42662116040955,99.69965870307166,0.21455936853227944
171,95.37201365187713,99.68600682593856,0.215669220377659
172,95.48122866894198,99.65870307167235,0.21569370709616562
173,95.27645051194538,99.64505119453925,0.21302278494012766
174,95.60409556313994,99.69965870307166,0.21681269540868953
175,95.39931740614335,99.68600682593856,0.21312357690827602
176,95.33105802047781,99.72696245733789,0.21199496963928488
177,95.23549488054609,99.64505119453925,0.2167759522281844
178,95.34470989761093,99.67235494880546,0.21554794496503368
179,95.37201365187713,99.74061433447099,0.21386722295448696
180,95.22184300341297,99.68600682593856,0.2233387879256544
181,95.38566552901024,99.71331058020479,0.21549926338524658
182,95.38566552901024,99.64505119453925,0.21589543285041024
183,95.38566552901024,99.67235494880546,0.21577265344817062
184,95.38566552901024,99.65870307167235,0.21769001771663796
185,95.27645051194538,99.72696245733789,0.21762764351121314
186,95.2901023890785,99.69965870307166,0.2209263870428348
187,95.34470989761093,99.67235494880546,0.21448957457624634
188,95.39931740614335,99.72696245733789,0.22071344482487645
189,95.27645051194538,99.75426621160409,0.21325696182662046
190,95.38566552901024,99.72696245733789,0.21809569155347763
191,95.38566552901024,99.7679180887372,0.21505493131177178
192,95.27645051194538,99.68600682593856,0.2152247295297426
193,95.18088737201366,99.74061433447099,0.21037787044870443
194,95.31740614334471,99.74061433447099,0.2100556893595334
195,95.41296928327645,99.68600682593856,0.21856443018748842
196,95.26279863481228,99.68600682593856,0.22392250237793757
197,95.37201365187713,99.71331058020479,0.21130029908541972
198,95.33105802047781,99.69965870307166,0.2153281595172553
199,95.19453924914676,99.72696245733789,0.21992728576577938
200,95.20819112627986,99.72696245733789,0.21831808059379967
201,95.22184300341297,99.74061433447099,0.2188710426462108
202,95.20819112627986,99.74061433447099,0.21786319490136777
203,95.23549488054609,99.72696245733789,0.21848874924511746
204,95.23549488054609,99.75426621160409,0.21747420728206635
205,95.23549488054609,99.74061433447099,0.2182405231327846
206,95.26279863481228,99.74061433447099,0.2182911588200207
207,95.26279863481228,99.74061433447099,0.21671476651882302
208,95.26279863481228,99.74061433447099,0.21684941906353522
209,95.26279863481228,99.72696245733789,0.21761130310338114
210,95.26279863481228,99.72696245733789,0.21657902670317683
211,95.27645051194538,99.74061433447099,0.21708862483501432
212,95.26279863481228,99.7679180887372,0.2164085615297844
213,95.26279863481228,99.75426621160409,0.2169502300435099
214,95.26279863481228,99.75426621160409,0.21601350708254455
215,95.26279863481228,99.75426621160409,0.21655272101533823
216,95.24914675767918,99.75426621160409,0.2162466414015869
217,95.26279863481228,99.75426621160409,0.2169159085586154
218,95.24914675767918,99.74061433447099,0.21654131803019294
219,95.26279863481228,99.75426621160409,0.21660886807688357
220,95.26279863481228,99.75426621160409,0.2165997254437414
221,95.27645051194538,99.75426621160409,0.21618217538143022
222,95.2901023890785,99.7679180887372,0.21692681055644464
223,95.27645051194538,99.7679180887372,0.21680167677073645
224,95.27645051194538,99.7679180887372,0.21696600215188389
225,95.3037542662116,99.75426621160409,0.2164309646548896
226,95.2901023890785,99.7679180887372,0.21744163077453088
227,95.3037542662116,99.7679180887372,0.21750205806617082
228,95.3037542662116,99.7679180887372,0.2176626735720141
229,95.31740614334471,99.7679180887372,0.2175081079376155
230,95.3037542662116,99.7679180887372,0.2188105182401065
231,95.3037542662116,99.7679180887372,0.2164589659921054
232,95.31740614334471,99.7679180887372,0.21699877699901318
233,95.3037542662116,99.7679180887372,0.2183807189094609
234,95.3037542662116,99.7679180887372,0.21717190845259304
235,95.31740614334471,99.7679180887372,0.21717323516977247
236,95.3037542662116,99.7679180887372,0.21816881463445467
237,95.3037542662116,99.7679180887372,0.216727475667822
238,95.3037542662116,99.7679180887372,0.21799197844390217
239,95.3037542662116,99.7679180887372,0.21721413320508492
240,95.3037542662116,99.7679180887372,0.21770628875699535
241,95.3037542662116,99.7679180887372,0.2172349275186144
242,95.2901023890785,99.7679180887372,0.21655294196359043
243,95.2901023890785,99.7679180887372,0.2172176709462857
244,95.31740614334471,99.7679180887372,0.21723298111866263
245,95.31740614334471,99.7679180887372,0.21752319150957566
246,95.33105802047781,99.7679180887372,0.21728160103847236
247,95.3037542662116,99.7679180887372,0.2174215902542246
248,95.31740614334471,99.7679180887372,0.21898611660661366
249,95.31740614334471,99.7679180887372,0.21665595780158867
250,95.2901023890785,99.7679180887372,0.21786191237383873
251,95.2901023890785,99.7679180887372,0.2177644012303188
252,95.2901023890785,99.7679180887372,0.21746351492816
253,95.2901023890785,99.7679180887372,0.21692595091359368
254,95.2901023890785,99.7679180887372,0.21742051891211805
255,95.3037542662116,99.7679180887372,0.21902318761266512
256,95.3037542662116,99.7679180887372,0.217092944116428
257,95.2901023890785,99.7679180887372,0.21707234454566038
258,95.3037542662116,99.7679180887372,0.21785299788261286
259,95.3037542662116,99.7679180887372,0.2176856182772538
260,95.3037542662116,99.7679180887372,0.21721164368349935
261,95.3037542662116,99.7679180887372,0.21784136983855018
262,95.3037542662116,99.7679180887372,0.2174912598626367
263,95.31740614334471,99.7679180887372,0.21746807365581908
264,95.31740614334471,99.7679180887372,0.2164989504320868
265,95.33105802047781,99.7679180887372,0.217196396198766
266,95.33105802047781,99.7679180887372,0.2178773397001727
267,95.33105802047781,99.7679180887372,0.21672831372968077
268,95.31740614334471,99.7679180887372,0.21796058169726668
269,95.31740614334471,99.7679180887372,0.21709897703137895
270,95.33105802047781,99.7679180887372,0.21796047687530518
271,95.31740614334471,99.7679180887372,0.21732841483477888
272,95.31740614334471,99.7679180887372,0.21844752030125977
273,95.33105802047781,99.7679180887372,0.21769857406616214
274,95.3037542662116,99.7679180887372,0.2172382386593983
275,95.31740614334471,99.7679180887372,0.21711649103411312
276,95.33105802047781,99.7679180887372,0.2169745677504046
277,95.33105802047781,99.7679180887372,0.21821558115811185
278,95.31740614334471,99.7679180887372,0.21678280676233358
279,95.31740614334471,99.7679180887372,0.21714499746931007
280,95.31740614334471,99.75426621160409,0.21743198458490698
281,95.31740614334471,99.75426621160409,0.21642856710943684
282,95.31740614334471,99.75426621160409,0.21695660106067
283,95.31740614334471,99.75426621160409,0.21728375348551518
284,95.31740614334471,99.75426621160409,0.2181545233932035
285,95.31740614334471,99.75426621160409,0.21865378731283647
286,95.31740614334471,99.75426621160409,0.2179269235709618
287,95.31740614334471,99.7679180887372,0.21762006190316432
288,95.31740614334471,99.75426621160409,0.2180088280603803
289,95.31740614334471,99.7679180887372,0.21649648351915948
290,95.33105802047781,99.7679180887372,0.21720772827493728
291,95.31740614334471,99.7679180887372,0.2175992932812921
292,95.33105802047781,99.7679180887372,0.2171123454283024
293,95.33105802047781,99.7815699658703,0.21699674221976048
294,95.33105802047781,99.7815699658703,0.21739865685331405
295,95.33105802047781,99.7679180887372,0.21773316531345766
296,95.34470989761093,99.7679180887372,0.21740603806643652
297,95.34470989761093,99.7679180887372,0.21710662029940506
298,95.33105802047781,99.7679180887372,0.21690102795074723
299,95.33105802047781,99.7679180887372,0.21670681340941064
300,95.34470989761093,99.7679180887372,0.21722377477021054
301,95.34470989761093,99.7679180887372,0.21683391260689705
302,95.31740614334471,99.7679180887372,0.21826260973667275
303,95.3037542662116,99.7679180887372,0.21774229510077117
304,95.33105802047781,99.7679180887372,0.21685547612864395
305,95.31740614334471,99.7679180887372,0.21666772817743235
306,95.31740614334471,99.7679180887372,0.2171646377135967
307,95.31740614334471,99.7679180887372,0.21803993500512223
308,95.31740614334471,99.7679180887372,0.2178870948224232
309,95.33105802047781,99.7679180887372,0.21769529735219892
310,95.34470989761093,99.7679180887372,0.21585114454400955
311,95.34470989761093,99.7679180887372,0.2195230224009218
312,95.33105802047781,99.7679180887372,0.21703572160211104
313,95.31740614334471,99.7679180887372,0.2185193973368612
314,95.33105802047781,99.7679180887372,0.21790421574280178
315,95.31740614334471,99.7679180887372,0.21769985196919278
316,95.31740614334471,99.7679180887372,0.21761069266960537
317,95.33105802047781,99.7679180887372,0.21832636101492522
318,95.34470989761093,99.7679180887372,0.2171075210489076
319,95.34470989761093,99.7679180887372,0.21702707687328604
320,95.34470989761093,99.75426621160409,0.21813055410467347
321,95.34470989761093,99.75426621160409,0.2180096065175944
322,95.33105802047781,99.7679180887372,0.21701123848043638
323,95.34470989761093,99.75426621160409,0.21706747957344716
324,95.35836177474403,99.7679180887372,0.21759791826379707
325,95.34470989761093,99.7679180887372,0.21604653370791468
326,95.34470989761093,99.75426621160409,0.2173050071658759
327,95.31740614334471,99.7679180887372,0.21733999252319333
328,95.3037542662116,99.7679180887372,0.2178196758031845
329,95.31740614334471,99.7679180887372,0.21792136646550275
330,95.31740614334471,99.7679180887372,0.2177563582001061
331,95.31740614334471,99.7679180887372,0.21680517237761926
332,95.31740614334471,99.7679180887372,0.21773697590005808
333,95.3037542662116,99.7679180887372,0.2176504654103312
334,95.31740614334471,99.7679180887372,0.21731173324173894
335,95.31740614334471,99.7679180887372,0.2173093084631295
336,95.31740614334471,99.7679180887372,0.21862889672147812
337,95.3037542662116,99.7679180887372,0.21830740982088548
338,95.33105802047781,99.7679180887372,0.21776121392332273
339,95.33105802047781,99.7679180887372,0.21705572204343204
340,95.31740614334471,99.7679180887372,0.21841638149886297
341,95.3037542662116,99.7679180887372,0.2178152809882986
342,95.33105802047781,99.7679180887372,0.21876349377221077
343,95.31740614334471,99.7679180887372,0.21775342935118183
344,95.3037542662116,99.7679180887372,0.21825751302571134
345,95.31740614334471,99.7679180887372,0.2181812509380538
346,95.31740614334471,99.7679180887372,0.21764093431933168
347,95.31740614334471,99.7679180887372,0.2181054965175431
348,95.31740614334471,99.7679180887372,0.21772665607518163
349,95.31740614334471,99.7679180887372,0.2182081125933548
350,95.3037542662116,99.7679180887372,0.2178666524845978
351,95.3037542662116,99.7679180887372,0.2181248705962609
352,95.3037542662116,99.75426621160409,0.2178611318612921
353,95.2901023890785,99.7679180887372,0.21790055930614471
354,95.2901023890785,99.7679180887372,0.21909118469419153
