EPOCH,TOP1-ACC,TOP5-ACC,VAL-LOSS
91,90.48464163822526,99.03071672354949,0.5744224190711974
92,91.83617747440273,99.35836177474403,0.43641541744100637
93,92.68259385665529,99.39931740614334,0.407721250221647
94,93.47440273037543,99.44027303754265,0.36987550916342904
95,93.36518771331058,99.41296928327645,0.3550716854374984
96,93.33788395904436,99.41296928327645,0.34152916998698796
97,93.67918088737201,99.57679180887372,0.3404313027858734
98,93.69283276450511,99.53583617747441,0.32516688211210837
99,94.07508532423208,99.61774744027304,0.32402879616309854
100,93.74744027303754,99.60409556313992,0.3136148514418767
101,94.3481228668942,99.61774744027304,0.3151876669505546
102,94.49829351535837,99.68600682593856,0.27319301253762734
103,94.44368600682593,99.60409556313992,0.31182447229993754
104,94.5665529010239,99.71331058020479,0.281234856823395
105,94.51194539249147,99.69965870307166,0.2803703525970721
106,94.90784982935153,99.67235494880546,0.2795940437193575
107,94.43003412969283,99.57679180887372,0.2689270690597337
108,94.90784982935153,99.65870307167235,0.27523303186071324
109,94.5938566552901,99.67235494880546,0.2747179639750513
110,94.66211604095564,99.64505119453925,0.2578678316083447
111,94.97610921501706,99.63139931740615,0.26826347924512006
112,94.8532423208191,99.60409556313992,0.2764406358373577
113,94.90784982935153,99.65870307167235,0.2631699309266847
114,94.93515358361775,99.59044368600682,0.2694470425104272
115,95.13993174061433,99.60409556313992,0.2597172100996148
116,95.00341296928327,99.57679180887372,0.2643024813512275
117,94.97610921501706,99.59044368600682,0.2612277207703426
118,95.2901023890785,99.65870307167235,0.2533095843833068
119,94.94880546075085,99.65870307167235,0.2647626954933693
120,95.19453924914676,99.61774744027304,0.2548915373867956
121,95.11262798634812,99.61774744027304,0.2411702378042813
122,95.33105802047781,99.57679180887372,0.2450819719454338
123,95.20819112627986,99.63139931740615,0.242547269011366
124,95.0716723549488,99.65870307167235,0.27442706813072343
125,94.89419795221843,99.60409556313992,0.2480575637570743
126,94.97610921501706,99.54948805460751,0.2539620214495166
127,94.97610921501706,99.5085324232082,0.2432545151176124
128,95.09897610921502,99.5221843003413,0.24548803372629763
129,95.24914675767918,99.64505119453925,0.2485349409539124
130,95.2901023890785,99.71331058020479,0.2478845669277783
131,95.2901023890785,99.63139931740615,0.2459654931364389
132,95.15358361774744,99.64505119453925,0.24041869414263753
133,95.0580204778157,99.60409556313992,0.23804114604818408
134,95.23549488054609,99.60409556313992,0.24130546327294974
135,95.11262798634812,99.63139931740615,0.2419258366371023
136,95.0716723549488,99.64505119453925,0.2317268293479393
137,95.33105802047781,99.60409556313992,0.23157650694764892
138,95.18088737201366,99.59044368600682,0.22559092630600106
139,95.31740614334471,99.61774744027304,0.23474381196087807
140,95.27645051194538,99.63139931740615,0.25823026278923294
141,95.13993174061433,99.68600682593856,0.24667509157082135
142,95.19453924914676,99.74061433447099,0.23108995114934855
143,95.23549488054609,99.67235494880546,0.2325352630738554
144,95.34470989761093,99.67235494880546,0.23126542516823476
145,95.37201365187713,99.67235494880546,0.23353044945618207
146,94.93515358361775,99.60409556313992,0.23885701596736905
