EPOCH,TOP1-ACC,TOP5-ACC,VAL-LOSS
50,89.03999999999999,99.74,0.33306755423545836
51,89.38000000000001,99.72,0.311284688860178
52,90.10000000000001,99.86,0.30135174095630646
53,89.7,99.7,0.30349131897091863
54,90.66,99.82,0.28456463962793344
55,90.5,99.76,0.27858855500817303
56,90.36,99.78,0.27677765265107157
57,90.34,99.8,0.2804430983960628
58,90.14,99.83999999999999,0.2864225946366787
59,90.58,99.74,0.2764690808951855
