acc_val,acc_retrain,acc_retrain_val
0.7,93.175,0.7
0.7666666666666667,93.175,0.8666666666666667
0.8,93.225,0.7333333333333333
0.4,93.195,0.4
0.2,93.215,0.2
0.6,93.185,0.6666666666666666
