layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer1.2.conv1,layer1.2.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer2.2.conv1,layer2.2.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer3.2.conv1,layer3.2.conv2,acc
4,4,8,5,4,6,5,8,5,4,8,5,4,5,6,8,3,8,8,8,90.46
5,8,4,6,8,4,4,8,5,8,8,5,8,5,3,6,6,8,6,5,91.16
8,3,6,5,3,6,6,6,5,5,5,3,4,6,3,6,4,6,8,4,89.58
8,6,3,5,4,8,5,4,5,3,4,4,5,6,8,4,3,5,8,5,89.86
6,4,3,8,6,5,3,5,8,5,3,3,4,4,6,4,5,3,5,4,90.2
5,6,3,4,6,3,6,3,4,4,3,6,6,3,6,5,5,6,3,8,90.34
8,6,5,8,4,6,4,6,3,3,5,3,8,3,8,4,3,4,4,6,89.74
6,3,4,4,8,8,8,5,5,6,3,4,3,3,5,5,5,6,3,8,90.48
6,5,6,3,4,3,4,8,5,4,4,8,3,4,3,4,3,4,6,4,90.9
6,5,4,8,5,4,6,8,6,6,4,6,3,6,6,8,8,5,5,4,90.74
3,4,4,5,4,8,3,3,6,3,8,5,4,6,5,5,8,3,5,3,90.06
3,3,3,4,6,5,3,8,8,6,8,3,3,6,3,3,3,5,8,3,89.24
3,8,3,6,3,6,8,8,3,5,8,3,3,6,5,5,8,5,6,5,90.22
6,4,3,6,4,3,8,6,4,6,5,5,6,5,3,8,4,5,5,4,90.48
5,8,6,3,5,6,8,5,5,3,3,5,4,4,8,6,5,6,3,5,90.64
4,8,3,6,5,6,5,3,8,3,8,8,3,8,8,8,3,3,4,5,89.74
5,6,5,4,6,8,6,5,6,6,8,3,6,4,4,6,4,3,8,5,90.28
6,3,5,6,4,6,8,6,6,5,3,8,8,5,8,3,6,4,5,8,91.08000000000001
5,5,4,5,4,5,4,3,8,5,8,6,6,5,8,4,3,8,4,8,90.62
4,4,8,5,3,5,5,5,8,3,5,4,3,3,8,8,3,8,4,5,89.68
5,5,8,4,3,5,3,4,4,5,8,4,5,6,5,8,5,3,8,3,90.22
5,3,4,8,5,3,3,3,8,5,4,4,6,8,6,3,6,4,5,4,90.46
3,6,5,5,4,5,5,8,6,3,3,4,6,8,3,3,5,6,4,5,89.48
6,8,6,4,4,5,5,6,4,3,6,3,8,4,4,6,6,3,5,8,90.28
6,5,3,8,5,5,8,6,3,5,4,8,6,3,3,5,6,8,8,3,90.12
5,4,8,8,4,6,3,3,6,3,6,4,4,5,4,6,8,3,5,3,91.0
4,3,6,6,3,4,6,8,4,6,5,6,4,4,3,5,4,3,5,5,90.03999999999999
8,6,6,4,4,8,6,6,8,5,6,4,5,8,5,3,5,5,3,3,90.14
4,8,8,8,5,8,8,5,3,3,3,6,4,3,6,5,3,3,5,6,91.02
3,4,4,6,5,3,4,5,8,3,5,4,8,8,6,4,8,6,6,4,90.56
8,5,3,6,8,5,8,5,6,3,6,6,5,3,8,5,4,3,6,6,89.72
4,5,8,8,8,5,6,3,8,3,4,3,5,3,8,4,3,6,8,3,89.96
4,4,3,6,6,3,3,8,3,4,5,6,3,3,4,5,4,3,5,8,89.72
4,4,3,3,4,4,8,6,8,5,5,3,4,5,4,4,4,8,6,5,89.66
5,4,3,5,5,4,3,6,8,8,6,5,8,6,3,6,6,6,5,6,89.88000000000001
4,8,4,8,5,8,8,5,8,4,3,3,6,3,5,5,6,5,8,3,90.36
6,4,3,4,3,3,4,5,3,3,5,6,3,8,6,8,5,5,6,4,89.03999999999999
3,3,6,5,3,3,5,5,5,5,5,8,3,4,5,3,5,3,8,6,89.53999999999999
4,8,5,5,5,5,8,8,3,5,4,4,5,4,4,4,8,3,6,3,90.42
8,8,4,5,8,6,4,6,3,8,8,8,8,6,4,5,3,3,3,8,90.28
8,8,6,6,4,3,4,3,3,6,8,6,5,3,3,3,5,4,3,4,90.12
3,3,8,3,5,8,6,3,4,5,5,5,6,4,5,4,8,5,3,6,90.3
8,5,6,8,8,5,5,3,3,3,6,3,3,6,5,8,4,4,3,4,90.24
3,8,4,3,6,8,4,5,3,4,6,4,4,5,5,3,6,5,8,8,89.64
6,6,5,6,5,4,6,8,5,5,3,8,5,6,3,8,3,4,6,3,90.03999999999999
4,3,4,6,5,5,5,3,3,6,6,3,4,4,5,5,6,6,5,6,89.9
8,3,5,4,8,8,5,6,3,5,4,6,5,6,4,8,3,5,6,5,90.82000000000001
6,3,4,3,3,4,6,5,8,6,3,6,4,3,5,6,6,4,6,6,90.46
8,8,6,5,8,4,8,6,6,4,8,5,5,4,3,4,6,5,3,4,90.25999999999999
6,5,6,6,5,5,8,3,6,5,8,3,8,3,4,6,6,5,6,8,90.32
8,5,6,5,6,4,5,8,4,4,4,5,4,3,3,3,6,5,4,8,89.92
5,5,8,6,5,8,4,5,5,8,8,6,8,8,5,4,8,5,8,6,90.88000000000001
4,8,3,8,8,8,5,8,5,8,4,6,5,4,4,6,4,4,8,5,89.96
6,5,6,5,8,5,5,8,6,8,8,4,8,4,4,3,8,4,8,6,91.25999999999999
6,4,4,8,4,3,3,6,8,3,6,3,5,5,8,3,8,6,4,4,90.36
3,8,3,3,5,8,8,8,4,6,3,4,4,5,8,4,3,6,4,4,90.02
8,8,8,5,5,3,4,5,3,3,4,5,6,3,8,6,5,4,4,4,91.12
5,6,3,3,3,6,4,3,5,4,6,3,6,6,3,6,3,3,6,3,89.88000000000001
3,3,6,3,5,6,6,4,6,3,8,8,5,5,5,6,4,4,6,8,90.12
3,5,8,8,6,5,8,8,5,4,3,6,3,3,3,8,4,6,8,6,89.92
8,6,3,6,3,5,4,3,8,5,6,5,6,4,3,5,8,5,4,6,90.62
5,5,6,3,4,3,6,6,8,5,4,3,4,6,4,4,5,5,4,5,91.53999999999999
5,5,3,4,5,4,3,4,4,5,4,8,5,4,3,8,4,8,4,5,90.62
6,6,5,4,6,4,6,6,4,6,5,5,6,8,5,8,5,4,8,8,91.34
3,3,3,6,8,5,3,8,3,3,4,5,4,4,8,6,6,4,4,5,90.34
5,8,5,4,5,5,4,3,3,6,3,4,3,6,6,8,8,6,6,3,90.62
6,8,8,4,6,5,6,8,5,6,3,8,5,3,3,8,3,3,4,3,90.18
6,4,6,8,5,6,5,4,6,5,6,3,6,4,5,8,8,3,4,5,90.9
6,6,5,6,5,3,8,4,6,6,3,3,5,6,6,8,4,4,5,5,90.82000000000001
6,4,5,5,6,4,3,6,4,3,4,5,3,4,8,3,8,8,5,3,89.96
3,8,5,3,8,4,4,5,3,4,8,3,3,5,8,8,4,3,5,3,89.34
3,8,6,3,3,4,5,4,4,5,5,8,8,6,4,5,3,3,5,4,89.62
6,4,6,4,3,6,6,3,8,3,4,3,3,3,8,4,8,3,5,5,89.8
4,4,8,4,6,5,3,3,8,8,5,5,6,3,6,8,4,3,3,8,90.60000000000001
4,3,8,8,3,8,4,5,8,5,5,6,4,6,4,8,3,8,3,5,90.42
4,8,5,5,8,5,6,3,8,5,4,5,8,8,6,6,3,3,4,6,89.8
5,8,4,4,4,6,3,3,8,4,3,3,4,8,4,6,8,4,3,3,90.3
8,3,5,3,5,6,6,4,6,3,6,5,3,5,8,3,6,8,6,8,90.25999999999999
3,5,5,5,3,6,3,6,4,6,5,3,3,5,8,4,4,8,4,6,89.8
5,6,6,4,8,4,3,6,8,8,6,6,4,4,6,3,6,6,6,3,90.82000000000001
4,8,6,3,6,6,5,6,3,4,8,8,4,5,6,6,3,6,6,4,90.60000000000001
5,6,4,5,6,8,3,5,3,4,6,4,8,8,8,5,6,6,4,3,90.48
6,5,5,3,4,5,8,3,8,3,6,4,5,8,6,3,8,6,5,5,91.3
3,3,3,5,4,3,4,8,3,6,6,8,3,3,3,3,4,6,6,6,90.46
6,5,6,8,3,3,3,5,8,6,6,3,5,8,5,6,6,4,8,8,90.84
3,8,3,3,6,4,3,4,3,8,6,5,3,3,4,5,4,5,6,5,89.36
8,8,5,6,6,4,3,6,5,4,6,6,3,4,6,3,8,6,5,6,91.22
5,5,6,5,4,8,4,5,6,4,5,3,5,3,8,3,5,6,5,5,90.34
5,8,8,3,6,3,8,3,6,3,3,3,4,5,3,6,5,3,6,8,91.03999999999999
3,8,5,3,6,4,5,4,3,3,8,5,8,8,5,4,3,6,8,5,90.22
5,8,3,4,4,6,6,3,8,5,4,4,8,3,5,8,4,8,4,4,90.18
6,3,6,4,6,5,8,6,8,5,8,6,6,6,3,5,3,8,3,5,89.92
8,3,4,6,5,8,5,6,6,4,8,3,6,5,8,4,4,6,3,5,90.34
3,5,3,8,8,8,6,3,6,8,6,6,8,3,4,3,6,6,8,5,90.72
6,5,6,6,3,5,4,3,4,8,4,5,5,8,5,8,8,8,4,8,90.32
8,3,5,8,6,8,3,5,6,5,3,6,5,6,3,8,8,5,8,6,89.7
5,4,4,3,8,3,3,3,5,3,3,3,8,3,3,5,6,5,4,6,89.9
3,6,4,8,5,8,3,3,8,6,5,8,5,8,4,8,3,8,4,6,89.75999999999999
5,6,4,4,3,4,5,8,4,5,3,5,5,8,5,3,8,5,5,8,90.2
3,6,8,6,5,3,3,8,4,5,8,5,3,8,6,4,4,4,3,5,90.18
4,8,8,6,3,4,8,8,8,5,5,3,6,3,4,8,5,3,8,5,89.84
4,8,8,6,6,4,3,6,5,8,3,5,6,5,5,3,5,3,5,4,90.88000000000001
8,3,6,5,6,3,8,8,4,4,4,4,3,6,6,6,5,6,3,5,90.82000000000001
5,8,4,6,3,6,8,3,4,3,8,8,4,8,8,3,3,6,5,3,90.28
4,5,8,8,4,6,3,3,5,8,4,4,6,5,3,5,3,8,5,4,90.06
6,4,3,3,4,8,8,4,3,8,8,6,8,8,4,6,6,5,3,3,89.9
5,6,6,3,6,4,6,3,6,3,6,4,5,3,5,5,6,3,6,4,89.88000000000001
6,3,8,5,4,5,6,5,8,3,4,5,5,6,4,4,8,4,6,8,90.7
3,4,4,5,8,8,4,8,8,4,6,8,6,4,3,4,4,6,8,6,90.9
6,6,4,4,4,4,3,3,6,6,5,3,4,8,6,3,4,3,8,3,90.28
4,4,4,6,4,3,3,5,6,5,5,6,4,5,3,3,4,6,6,6,90.42
5,5,3,5,3,3,3,8,5,6,3,3,4,4,8,3,8,4,6,8,89.24
8,6,6,4,3,4,5,3,6,3,4,8,6,5,4,5,8,5,5,8,90.14
8,5,5,3,4,6,3,6,8,3,6,5,3,8,3,5,3,4,8,4,89.94
3,3,8,4,6,8,8,4,8,3,3,3,8,6,5,8,6,4,6,3,90.5
4,4,5,3,6,6,3,6,5,6,3,5,5,4,5,5,5,3,3,4,90.68
6,6,8,3,8,6,4,6,4,8,5,3,6,6,8,5,3,6,6,3,90.03999999999999
4,8,8,4,3,8,8,8,4,4,6,4,6,5,4,8,8,6,3,6,90.74
3,8,5,3,5,6,3,6,4,8,4,8,3,4,3,3,8,6,5,6,89.64
5,3,8,4,5,8,4,8,5,6,5,3,8,6,5,8,6,3,5,4,89.38000000000001
5,8,4,4,3,4,5,8,8,6,6,3,4,5,8,3,4,4,8,3,91.16
5,6,5,6,8,6,3,6,4,5,6,5,5,4,6,8,4,4,4,8,90.66
8,5,3,8,6,6,6,4,8,6,3,5,5,4,8,5,4,3,8,3,89.5
4,3,8,8,6,3,6,5,8,4,8,4,5,8,4,5,8,6,3,4,91.10000000000001
4,8,8,8,3,3,4,8,8,8,8,8,5,8,6,3,5,8,4,8,90.52
4,4,5,6,4,6,8,5,3,5,6,3,6,4,5,6,8,4,8,4,90.68
5,3,4,8,8,6,6,3,4,8,6,5,8,8,6,8,4,3,4,8,90.2
4,3,5,3,4,5,8,5,5,8,4,5,6,6,5,5,8,4,5,6,91.03999999999999
5,4,4,5,5,5,3,8,6,3,6,8,8,4,4,8,3,3,8,4,90.4
5,3,6,8,8,4,5,3,4,3,3,6,6,5,4,4,3,4,4,4,89.72
4,3,8,8,3,8,4,5,8,6,4,6,6,5,3,5,8,3,5,5,90.52
6,6,4,8,4,6,3,4,3,4,8,5,6,4,4,6,8,5,6,3,91.14
3,4,3,5,8,3,8,3,3,6,8,3,8,3,6,3,5,8,6,6,89.92
8,4,4,5,6,3,5,5,5,5,8,5,4,5,8,4,8,3,4,3,90.38000000000001
4,6,8,6,8,4,5,4,8,3,8,8,5,3,4,5,8,5,3,4,90.32
8,8,4,4,3,5,3,5,6,8,8,4,8,5,5,3,4,8,3,8,90.72
5,4,5,4,3,5,8,5,5,8,5,8,6,6,5,8,6,3,4,5,90.62
3,3,5,3,6,6,4,6,6,4,4,6,5,3,3,3,4,6,3,4,90.25999999999999
8,4,3,5,8,6,4,5,5,6,5,5,4,5,5,5,6,4,3,6,90.62
3,3,6,6,4,3,5,6,3,6,3,6,8,3,8,3,4,6,4,4,90.25999999999999
4,5,6,5,4,4,5,5,4,6,3,5,4,6,8,4,3,5,4,4,90.74
3,5,5,6,8,8,8,4,6,5,3,5,8,5,8,6,5,4,3,5,90.16
8,8,4,8,8,6,4,4,8,4,4,6,3,4,5,3,4,8,6,4,90.62
5,6,6,4,8,5,6,3,4,3,3,4,5,8,6,5,4,6,5,8,89.66
4,5,6,6,3,8,6,3,8,3,4,5,4,6,3,4,8,4,6,8,90.7
3,5,8,6,6,3,8,3,8,6,8,3,5,8,6,6,3,5,3,6,89.92
5,5,5,6,5,5,3,3,5,8,5,8,6,3,5,4,8,6,4,5,90.42
5,5,4,4,6,5,3,5,6,6,8,8,8,8,4,4,8,3,5,5,90.10000000000001
4,4,6,4,8,8,6,3,3,8,5,4,6,4,5,4,6,3,5,3,90.9
3,3,3,3,4,4,8,6,4,4,3,3,5,3,6,4,5,3,6,4,89.98
5,5,3,6,3,8,4,5,6,3,6,3,3,3,8,3,4,3,8,6,90.25999999999999
4,4,6,4,6,6,4,4,8,3,4,8,6,8,8,4,3,3,3,8,89.32
6,4,8,8,8,3,8,8,6,3,3,3,3,3,3,6,6,5,3,3,89.66
6,5,4,8,5,8,6,6,8,5,5,4,6,6,4,4,5,6,3,3,89.9
5,3,4,4,5,3,3,8,6,3,4,5,5,4,8,8,6,3,6,8,90.34
5,6,6,6,8,8,8,4,4,5,6,8,8,4,3,6,6,4,3,5,90.42
3,6,8,6,8,5,3,8,5,8,3,8,5,6,6,8,8,5,3,4,90.58
6,3,8,5,6,8,6,8,3,3,4,8,4,3,5,5,8,6,6,8,90.75999999999999
8,4,6,8,3,8,5,5,8,6,5,8,4,4,6,8,8,8,8,6,90.8
5,3,5,4,6,3,8,8,4,4,8,8,8,8,4,4,5,8,4,8,90.9
4,3,3,4,6,6,6,4,3,6,8,3,8,6,6,6,5,6,5,4,90.03999999999999
4,6,4,5,8,3,5,6,8,3,6,4,3,8,4,4,6,6,6,8,91.02
3,5,6,5,3,8,4,5,8,4,8,3,8,5,4,4,4,5,8,5,90.02
6,8,6,5,5,6,4,8,3,8,5,8,3,8,3,3,5,6,3,8,90.03999999999999
6,3,6,6,3,4,8,8,6,4,3,5,3,3,3,3,4,3,8,8,90.24
4,8,5,4,3,8,8,8,8,5,4,8,5,4,6,6,6,8,5,4,91.0
6,6,4,6,5,6,5,3,3,5,5,4,5,3,4,4,8,6,3,8,90.48
3,3,3,3,8,5,8,4,4,6,5,5,5,8,3,8,8,3,3,8,89.8
4,5,4,5,8,8,6,3,4,3,6,4,3,8,4,6,4,8,5,5,89.92
8,8,4,8,8,4,5,6,5,3,6,5,6,5,6,6,3,6,6,4,91.4
4,8,6,8,3,6,5,8,5,4,6,3,8,5,6,3,3,8,3,5,90.4
8,3,8,8,4,6,8,8,6,5,6,3,3,3,4,8,8,5,4,4,90.36
4,3,4,3,3,8,5,8,8,5,8,6,5,6,6,6,6,4,3,3,90.75999999999999
4,6,8,5,3,4,8,6,8,3,5,6,8,5,6,5,5,4,3,4,90.66
6,3,4,5,6,6,4,4,6,6,8,6,6,8,5,8,4,8,4,8,89.5
8,6,8,5,6,3,4,3,5,4,4,3,4,3,6,6,4,5,6,3,90.32
5,3,4,8,6,4,8,5,3,8,3,8,8,5,8,8,8,8,8,4,91.03999999999999
4,4,4,5,5,8,5,4,8,4,8,5,6,3,6,3,4,6,6,8,89.82
3,6,8,3,3,4,3,4,8,4,4,5,4,4,6,5,8,6,5,5,89.9
8,6,5,6,6,8,8,8,4,8,8,4,3,3,4,5,8,5,6,3,90.62
8,3,6,8,5,8,8,6,5,4,8,4,4,6,5,3,4,8,8,5,90.16
5,6,5,5,5,3,6,5,5,8,3,3,6,4,3,4,6,5,3,4,90.53999999999999
6,6,8,6,5,8,5,4,4,3,4,8,8,3,3,3,3,4,3,4,89.68
8,8,3,5,5,5,5,3,8,8,6,6,8,4,3,8,3,4,5,4,90.68
4,3,6,8,8,5,5,6,4,6,6,6,6,5,4,8,8,8,8,4,90.44
4,5,4,6,6,5,6,3,4,3,5,6,5,6,4,5,3,5,8,3,90.38000000000001
3,6,8,4,6,4,6,8,4,6,3,3,5,8,3,3,5,6,6,4,89.88000000000001
5,4,8,8,3,8,3,3,8,3,8,6,6,3,8,4,5,4,8,8,90.94
6,6,5,5,8,5,6,3,3,8,4,5,3,5,6,8,3,5,6,3,90.03999999999999
4,6,6,4,4,8,6,5,3,8,3,5,4,8,3,4,6,6,8,4,90.68
3,5,8,5,6,8,3,6,5,4,4,4,8,3,6,6,3,8,3,3,89.75999999999999
8,6,6,4,3,5,4,6,5,8,3,5,3,8,6,8,8,5,8,6,89.82
6,5,5,6,3,8,8,5,4,6,4,3,4,5,3,4,4,5,3,4,90.88000000000001
5,6,5,5,3,6,3,5,5,5,3,3,6,3,8,5,3,6,5,5,89.96
4,5,8,3,5,5,3,8,3,3,5,4,4,5,4,4,5,5,4,4,88.82
3,8,4,8,5,4,5,8,5,8,3,8,5,8,3,8,8,4,8,5,90.5
8,5,8,6,8,4,8,5,4,8,6,6,6,6,8,3,4,3,4,4,90.82000000000001
4,6,3,5,8,3,5,4,4,5,6,8,8,4,4,8,6,8,8,5,90.96
3,5,4,8,8,8,4,5,8,6,8,8,3,5,8,5,4,8,6,8,90.97999999999999
6,3,4,3,5,5,3,3,8,5,8,3,3,3,5,8,3,8,8,8,89.72
6,8,6,5,8,8,6,8,8,6,4,4,5,5,3,3,5,6,3,3,90.94
5,3,4,5,6,5,6,3,6,6,4,5,8,6,3,6,4,3,5,3,90.25999999999999
3,5,5,6,8,5,6,8,4,4,4,8,6,8,8,8,5,3,4,3,90.38000000000001
5,3,3,5,8,3,5,4,8,4,4,4,5,3,6,8,6,8,4,8,90.34
3,5,8,5,4,3,8,4,5,6,6,5,8,5,4,5,5,8,8,5,91.12
5,8,6,3,5,8,8,6,3,4,6,6,5,6,4,8,3,4,8,5,89.94
3,3,6,5,5,8,4,4,8,8,5,8,4,5,4,4,4,8,3,3,90.53999999999999
8,3,6,6,4,3,6,3,5,6,6,8,8,8,3,6,3,3,6,8,90.06
3,4,8,3,4,8,6,5,6,8,6,8,4,3,4,4,8,8,3,4,90.44
6,6,5,6,6,3,4,6,8,3,4,4,3,6,3,5,5,3,3,5,90.42
8,6,3,4,8,4,8,3,3,8,6,5,8,8,5,3,3,8,3,3,90.4
6,4,4,5,5,5,4,3,4,4,3,5,6,5,6,3,6,5,4,5,90.44
6,5,5,8,4,6,5,4,6,3,4,8,5,8,5,8,5,8,5,8,90.72
8,5,4,6,3,5,5,4,5,6,8,8,3,8,6,4,4,3,8,3,90.42
6,4,5,6,6,6,5,8,4,8,3,3,5,6,8,4,5,6,5,6,90.68
8,6,8,5,3,6,4,5,8,5,5,5,8,8,4,3,5,8,6,5,91.12
6,8,8,4,8,4,3,4,8,6,5,5,3,4,3,5,5,8,4,8,89.88000000000001
6,3,3,3,3,4,3,4,6,5,4,8,4,5,3,4,6,3,4,3,89.84
4,4,5,5,6,4,3,5,8,3,4,3,5,3,6,8,6,8,6,8,89.34
4,4,4,5,6,6,5,8,8,8,4,6,4,8,8,3,3,3,5,3,90.22
6,8,8,4,3,5,6,8,4,5,6,6,3,5,8,6,8,8,6,3,90.5
6,3,6,6,5,4,6,8,8,3,4,5,6,6,3,4,6,4,8,6,90.25999999999999
4,3,6,3,6,6,3,8,3,8,3,6,3,8,3,5,4,8,6,6,90.46
6,6,3,8,4,4,5,5,5,8,5,8,4,5,6,3,4,3,6,3,90.44
8,6,3,8,4,5,4,3,6,8,3,5,5,4,3,4,3,3,4,6,89.88000000000001
3,5,4,3,8,3,6,6,8,6,5,4,3,4,6,8,5,5,5,3,90.60000000000001
4,5,4,5,5,3,4,5,8,4,4,3,3,8,8,8,5,4,3,5,90.16
5,8,3,5,5,3,6,3,6,6,3,6,4,8,8,8,8,4,3,3,90.10000000000001
5,3,5,8,4,8,4,6,5,6,6,4,6,5,8,3,8,6,6,8,90.74
8,3,3,3,5,4,6,8,5,3,3,6,5,8,3,3,6,4,4,6,89.78
4,6,8,5,6,5,6,8,6,4,5,6,4,4,4,6,3,5,3,4,89.8
8,6,6,3,8,4,4,8,4,6,5,3,8,3,3,5,6,6,6,5,90.22
4,4,8,5,3,8,4,8,5,6,3,5,6,8,4,4,4,6,6,6,90.3
3,8,8,8,5,4,6,8,3,8,4,4,8,5,8,3,5,4,8,5,90.16
3,3,5,5,6,3,3,3,6,8,8,3,3,8,3,4,8,8,4,3,89.9
6,6,3,5,4,8,4,4,4,6,5,3,3,3,3,8,3,4,6,8,90.68
6,4,4,4,6,8,6,4,4,5,4,5,4,6,6,3,8,4,4,3,90.62
4,6,4,3,4,3,8,6,6,5,3,8,6,8,4,5,8,6,4,5,89.9
3,4,6,3,6,6,6,8,8,6,3,3,3,6,5,8,6,6,8,6,90.5
5,8,6,6,8,8,8,8,4,3,3,6,5,3,3,4,8,4,3,5,90.44
8,6,3,5,5,3,5,8,5,8,3,3,4,8,5,5,3,5,5,4,91.0
8,6,3,5,3,4,3,6,6,3,8,6,8,8,6,4,3,5,3,6,89.62
3,8,6,5,6,6,5,4,3,5,3,5,4,5,6,6,6,6,5,3,89.84
6,5,8,6,4,8,5,6,6,3,5,5,3,6,6,6,4,5,6,5,90.38000000000001
8,3,8,8,4,6,3,8,4,6,8,4,6,5,8,3,6,6,3,6,90.53999999999999
3,6,8,8,8,6,5,8,8,8,5,8,8,4,8,4,5,6,4,5,90.66
6,6,4,5,3,8,4,8,6,6,5,5,5,6,3,8,4,6,3,3,90.4
3,5,6,3,3,3,5,6,5,3,6,8,4,4,3,8,6,4,8,3,90.42
4,5,5,5,8,8,6,4,8,4,5,3,4,4,6,8,8,6,5,8,90.75999999999999
6,4,4,8,6,3,3,3,8,6,5,6,6,6,8,5,8,3,6,8,90.14
3,3,6,8,8,3,5,4,3,4,6,6,4,8,6,5,6,8,6,6,89.74
4,4,8,6,3,5,5,3,5,6,6,5,5,5,5,4,6,8,4,8,90.86
3,8,6,6,4,4,4,4,8,3,8,5,6,6,6,8,8,4,4,6,90.88000000000001
4,3,5,8,8,5,4,3,4,8,8,8,4,5,3,3,4,4,6,8,90.24
4,8,3,5,3,4,8,6,3,4,3,6,6,3,3,6,5,4,3,6,89.68
5,4,6,8,5,6,4,4,5,4,5,4,6,3,5,3,3,4,5,5,89.9
5,5,8,8,4,8,3,5,5,6,8,3,6,6,3,4,4,8,5,4,90.74
5,5,3,4,4,3,4,8,4,5,3,4,8,6,4,5,6,8,6,8,90.22
6,4,3,5,4,8,5,4,8,3,6,5,5,8,6,5,5,6,3,8,90.52
6,3,3,8,5,4,6,4,6,6,6,3,3,4,4,4,3,8,3,4,89.86
4,3,6,5,4,8,6,4,4,8,6,3,3,4,5,5,6,3,3,5,90.25999999999999
4,5,5,8,5,4,6,3,8,3,5,5,6,3,8,4,4,3,5,8,90.56
8,6,6,3,4,8,6,5,5,3,6,5,3,5,5,6,3,6,5,5,90.10000000000001
8,8,3,6,6,3,3,8,4,8,6,5,3,5,4,3,3,5,3,6,89.7
8,5,6,4,4,4,6,3,5,3,8,5,6,8,6,8,8,4,6,6,90.72
3,8,3,8,3,6,8,4,5,6,8,3,3,3,5,8,8,3,4,6,90.10000000000001
3,4,8,6,3,3,5,5,3,4,3,3,4,6,8,3,3,5,5,6,89.74
8,4,6,3,8,8,3,8,3,3,5,4,6,3,5,3,6,6,6,5,89.94
8,6,5,4,5,8,6,5,8,6,4,8,4,5,3,8,6,3,8,3,90.7
4,6,5,6,5,3,4,8,3,8,3,5,5,8,3,6,5,6,8,3,90.0
8,4,4,5,6,3,5,5,4,3,3,5,3,5,5,3,5,8,8,3,90.4
4,5,3,8,8,3,4,3,3,3,6,5,6,6,3,3,3,3,6,4,88.28
4,4,5,8,3,6,8,5,8,3,6,3,4,8,6,3,3,4,3,8,89.82
3,3,5,4,3,3,8,8,5,4,4,8,6,4,8,3,8,4,8,5,90.2
4,3,5,4,3,6,3,6,4,8,5,4,6,4,4,5,3,8,6,6,90.86
5,5,6,8,5,3,6,4,6,3,6,4,4,8,5,8,6,3,6,3,90.25999999999999
5,8,6,6,8,6,8,6,6,8,4,6,6,5,5,6,8,5,8,5,90.32
5,6,3,3,5,8,4,4,4,4,5,8,5,4,5,6,3,4,5,3,89.92
8,3,5,4,6,6,5,5,4,5,4,5,8,4,8,4,8,3,3,6,90.53999999999999
5,3,5,4,3,3,4,3,6,3,5,3,6,6,4,3,3,6,3,3,90.0
6,5,6,5,6,8,5,5,8,4,4,5,6,6,6,6,8,6,6,6,90.56
5,5,5,4,8,4,4,5,6,6,3,8,3,8,3,8,8,4,5,8,90.60000000000001
5,3,3,6,8,4,5,3,3,3,6,5,8,6,8,6,6,6,6,8,89.86
5,5,8,4,4,6,5,8,5,4,6,4,8,6,4,4,5,6,3,5,91.32000000000001
3,5,4,8,5,8,3,4,5,6,4,8,5,3,3,5,3,8,4,8,90.48
5,8,4,3,5,4,5,8,4,3,6,3,3,5,6,6,6,4,3,5,90.12
3,8,3,4,6,6,3,5,3,8,5,8,3,6,5,3,4,6,6,4,89.86
4,6,4,4,8,8,6,4,4,5,3,4,4,5,4,6,4,8,5,3,90.9
6,8,8,8,8,6,3,4,3,4,5,6,4,5,5,5,4,8,4,6,91.0
8,4,8,4,6,5,4,4,3,6,3,3,4,6,6,5,5,4,3,6,90.32
6,8,8,4,4,3,3,3,4,4,5,4,6,8,6,6,5,4,5,6,89.96
4,3,3,8,5,3,3,8,8,8,5,8,8,4,3,5,6,8,4,8,90.9
5,3,6,3,6,3,5,5,8,6,5,4,3,4,4,4,6,6,6,4,90.46
4,6,6,6,5,3,6,8,6,4,6,6,4,4,3,8,8,4,5,5,91.02
6,4,4,8,5,5,4,8,4,8,3,8,5,3,4,8,3,8,6,4,89.9
4,6,5,4,6,3,6,4,3,3,5,8,4,6,3,5,4,5,5,4,89.48
8,6,8,8,5,4,4,5,8,8,4,5,6,5,4,3,6,3,3,4,90.52
3,3,6,8,8,6,3,3,5,4,3,3,5,8,5,6,5,4,5,5,90.42
8,5,4,5,6,6,4,3,6,5,5,4,6,4,6,8,8,4,5,6,90.7
5,5,4,5,3,4,4,8,3,8,8,6,5,4,8,6,4,4,8,4,90.28
3,3,4,4,8,3,4,5,5,8,5,4,5,6,8,3,3,3,3,3,89.96
6,3,4,8,5,8,8,8,4,3,5,3,6,6,6,8,3,4,4,5,91.08000000000001
4,3,5,4,3,8,6,6,6,6,4,4,4,6,3,5,8,3,5,4,90.75999999999999
5,5,6,4,8,6,5,8,8,5,4,8,3,3,4,4,6,6,3,4,89.96
5,5,8,3,3,3,4,3,5,6,6,3,5,3,6,5,6,6,6,4,89.92
3,6,8,3,3,5,8,8,3,8,5,4,6,6,8,3,3,3,5,3,89.94
6,5,3,6,6,4,4,8,3,5,8,8,6,6,8,3,4,4,3,3,89.82
